award_nominee_1,award_nominee_2
7373,3178
3143,3236
3138,3394
1100,1035
1002,4074
3134,3517
3144,3210
3146,3147
3138,3395
3133,3553
3144,3211
1122,358
3147,3121
3141,3306
7341,4176
3129,3681
1117,516
1025,3368
7341,4183
7352,3842
1025,3369
3233,456
7352,3841
7341,4182
7429,1454
1017,3619
7373,3199
963,5299
5340,683
1100,1053
1105,899
5340,689
1031,3194
3209,1215
3134,3542
7366,3424
3143,3262
7366,3423
3136,3482
5251,3450
3134,3543
1033,3139
7376,3118
7352,3862
1033,3140
7341,4201
3125,3826
3146,3178
952,5655
3143,3270
3147,3146
5340,702
7341,4205
3148,3120
1031,3210
3148,3121
1035,3090
3135,3526
7373,3222
5319,1361
1025,3403
1100,1080
3135,3535
3148,3132
950,5734
1021,3533
1119,495
1106,899
1119,499
3217,996
7460,535
3233,505
1034,3139
3125,3855
1034,3140
3134,3575
3143,3298
1031,3235
1100,1097
3233,510
1093,1315
7366,3464
3125,3860
3147,3178
7352,3897
1088,1473
1103,1010
1100,1103
7460,553
1019,3616
7352,3900
7360,3651
7341,4247
3217,1019
5319,1390
1089,1451
3134,3593
7373,3256
914,6883
7375,3199
3208,1308
1031,3258
7373,3264
3148,3176
1103,1035
3148,3175
7370,3367
7373,3274
5340,766
3146,3256
3146,3257
1113,745
952,5737
3212,1215
7355,3855
7352,3948
3148,3206
7370,3400
1031,3299
7341,4297
7373,3311
3146,3276
1114,731
7352,3960
1093,1383
1096,1291
3129,3805
3072,5572
3146,3277
3223,892
3120,4088
1093,1390
1103,1080
3148,3222
7366,3534
1114,740
1114,741
1035,3190
1035,3191
3147,3257
3125,3938
3147,3256
7347,4126
5236,4037
7373,3326
7373,3325
7347,4131
2979,8469
3142,3418
3126,3914
7375,3267
3056,6086
3129,3822
7373,3328
7373,3334
3132,3734
1103,1097
5253,3517
1118,635
1103,1100
7460,640
3137,3582
3133,3706
3242,330
1096,1320
3147,3277
3147,3276
3145,3338
3151,3152
7465,488
3130,3805
7352,3997
7373,3346
3140,3498
7373,3345
5251,3590
3153,3097
3153,3096
1016,3808
7376,3256
1116,710
3133,3721
1035,3223
3144,3383
3131,3789
1096,1337
7376,3264
1032,3322
7373,3363
7373,3362
3131,3793
7373,3360
1028,3452
5351,510
1028,3453
3146,3332
3130,3828
5266,3145
3135,3672
3138,3582
7356,3898
3130,3829
5341,827
2981,8453
3152,3151
5356,364
7475,210
3125,3995
3137,3625
3148,3285
1114,805
5340,873
7360,3787
3133,3756
3154,3105
3172,2550
5350,566
7355,3951
1014,3916
3136,3672
7382,3120
5342,827
7352,4053
1022,3676
3141,3522
1028,3491
1105,1106
3232,705
3137,3652
7373,3410
1122,583
7373,3409
3151,3223
3138,3625
1127,432
1117,743
7373,3412
3209,1428
1117,745
7370,3509
3148,3324
3136,3696
3151,3233
1035,3293
3209,1434
7352,4071
1117,752
7360,3830
3143,3482
3151,3234
7373,3426
3030,6985
3207,1501
1114,850
7352,4081
7375,3367
3233,698
1041,3116
1035,3302
1118,730
3223,1010
7368,3594
7352,4089
3138,3652
7475,274
3131,3871
1122,613
7373,3442
7352,4093
7378,3287
1114,863
7378,3286
7373,3441
3154,3162
1116,803
7352,4098
3152,3223
3208,1490
2993,8155
3154,3163
3148,3349
7373,3444
1014,3973
7352,4106
3217,1216
3152,3234
3137,3699
3152,3233
3223,1035
7370,3551
1096,1437
3240,510
3132,3857
3146,3425
3126,4047
3153,3215
1028,3555
7373,3471
3153,3216
7373,3470
1107,1108
1113,923
952,5915
1119,739
3137,3719
1035,3344
3154,3194
5234,4249
1127,497
5234,4250
7475,320
1130,409
7355,4044
7373,3485
3138,3699
1127,505
3037,6833
3147,3425
3084,5377
3241,510
3223,1068
3154,3211
1107,1133
7465,646
3144,3526
7370,3590
7382,3222
3223,1080
3233,773
1035,3374
3223,1085
7366,3722
3138,3719
3212,1428
3082,5457
5235,4250
3151,3323
1012,4096
3212,1434
7373,3513
1117,845
3148,3419
3136,3791
3223,1097
3154,3235
1032,3483
7373,3523
3223,1100
7376,3427
3223,1103
1108,1133
1114,948
7475,369
3133,3896
7368,3685
3156,3186
1127,549
3148,3438
3084,5422
3157,3158
3148,3437
7352,4188
7376,3444
1012,4121
3152,3320
3154,3258
1117,871
3154,3262
3138,3758
3152,3323
1114,967
3125,4162
3153,3297
7373,3550
1132,414
3006,7855
5341,1005
1021,3856
1046,3081
3156,3209
3156,3212
7373,3557
3141,3678
7376,3463
1118,857
1123,702
1114,983
7368,3716
3131,3992
3158,3157
7352,4217
3031,7094
3223,1144
7356,4091
1106,1237
3125,4184
5356,559
7355,4126
5353,653
7352,4226
5340,1062
7373,3574
7360,3976
1035,3445
1046,3107
3218,1312
950,6085
3154,3298
1133,414
5342,1005
3148,3486
2989,8415
5367,231
3161,3085
3161,3084
1041,3269
7356,4113
1122,759
7383,3274
7352,4239
7444,1387
1127,611
3146,3557
3217,1359
3154,3314
3131,4027
3036,6972
3154,3313
7370,3691
3036,6975
3137,3847
7356,4128
7373,3607
1046,3134
7373,3609
3041,6830
5330,1411
7373,3614
1035,3484
3143,3672
7368,3767
7378,3464
7352,4270
3125,4234
3154,3335
1032,3583
3147,3557
3145,3619
7444,1420
7352,4272
3139,3807
7373,3627
1035,3495
3161,3127
1034,3528
1133,460
3161,3128
3162,3104
3138,3847
3143,3696
7444,1435
1122,815
7373,3640
1028,3731
3151,3456
7352,4295
1106,1318
5350,825
7355,4206
3148,3558
3145,3651
3148,3557
7475,497
1122,830
3148,3559
7356,4183
3156,3316
1110,1206
3148,3566
3148,3567
3156,3319
3163,3105
7373,3665
3163,3104
3154,3383
3162,3135
7373,3671
7373,3670
1135,440
3237,814
3152,3456
5259,3677
3095,5222
3138,3889
7356,4205
3154,3397
1133,514
3141,3802
3162,3154
1107,1322
3161,3187
3220,1360
3079,5731
7360,4092
1107,1329
1039,3439
3153,3443
5340,1179
1110,1239
3139,3877
3162,3163
7373,3692
3163,3135
3238,814
7390,3176
3141,3820
7373,3702
982,5215
7373,3701
1125,783
7376,3614
7373,3706
3151,3517
1142,259
7373,3705
1117,1035
3217,1473
1031,3703
1046,3240
1046,3241
3148,3617
1108,1322
1117,1043
1133,549
3163,3154
7356,4244
1035,3589
1114,1141
7383,3410
7373,3720
3163,3162
3233,995
1114,1148
3140,3877
1118,1025
3141,3851
7373,3728
1046,3261
3096,5248
1114,1153
3143,3791
1133,564
3141,3852
1142,290
7450,1350
3152,3517
3162,3210
5269,3428
3242,731
1039,3490
3096,5259
3148,3647
1141,330
7386,3342
7465,893
1028,3835
3152,3528
7373,3751
3156,3406
3093,5359
3141,3871
3242,740
3242,741
7487,220
1127,773
7383,3442
2993,8462
5252,3973
3163,3194
7376,3665
3041,6979
3164,3165
7373,3756
3041,6978
7368,3917
1127,781
2993,8473
3162,3235
3084,5655
7475,608
7356,4297
3020,7642
3133,4138
3163,3211
1132,635
1046,3301
3163,3210
3151,3585
1127,792
7373,3772
1130,704
7373,3776
2994,8455
3161,3281
3148,3686
3141,3903
1118,1079
7487,247
7383,3470
1116,1143
3096,5300
3146,3749
5260,3754
3095,5332
3162,3258
3165,3164
7370,3888
1144,284
7387,3360
7370,3887
7388,3329
7390,3266
7390,3265
3163,3235
1113,1248
1041,3480
7465,947
1031,3791
3165,3174
3162,3270
3233,1068
3226,1288
7373,3801
3222,1411
3237,948
7451,1387
1127,825
7475,642
7388,3345
5275,3310
3147,3749
3242,805
3154,3535
3020,7689
7383,3513
3163,3258
3153,3568
7450,1435
5270,3477
3166,3167
1119,1089
3163,3262
5278,3237
3234,1068
5278,3238
3238,948
3227,1288
7382,3553
3094,5414
1118,1135
7373,3841
3162,3314
1040,3560
7382,3567
1040,3561
1122,1023
1046,3379
7376,3756
3084,5737
3049,6822
1031,3846
3167,3166
3161,3352
1114,1275
5341,1308
3233,1127
7366,4073
3242,850
3163,3298
7373,3862
7373,3861
982,5376
7461,1138
7370,3959
1133,698
3162,3335
3161,3369
3161,3368
5340,1355
5353,952
7366,4092
3163,3313
5247,4242
1118,1172
3044,7001
1033,3807
1130,801
3233,1144
3163,3314
7378,3722
7478,628
5342,1308
3049,6854
1133,718
1118,1183
7398,3109
5369,478
1117,1216
3094,5465
1145,350
3131,4320
7373,3888
5212,5350
1142,447
3156,3549
3163,3335
7373,3899
3147,3830
1040,3612
5283,3150
3161,3403
1057,3091
3171,3092
7373,3900
7487,373
7373,3906
1034,3807
3234,1144
7360,4307
1118,1209
3162,3383
1142,469
7383,3609
1117,1245
3169,3170
1143,442
3097,5409
5376,297
3233,1192
2999,8446
1142,479
7373,3924
3172,3092
7376,3842
7376,3841
1118,1232
1114,1357
3156,3592
982,5451
1143,465
3163,3383
5247,4316
5360,814
1033,3877
3156,3603
3170,3169
3096,5463
3148,3854
1143,472
7487,414
7460,1251
1117,1280
7376,3862
1133,785
7390,3426
3148,3857
7381,3704
1142,511
3163,3397
3242,948
5261,3892
1142,514
1148,330
7373,3960
7390,3438
7390,3437
3259,432
7487,434
3149,3847
7465,1120
3233,1245
1034,3877
7373,3977
3242,967
1046,3511
1046,3512
3171,3172
7394,3329
982,5497
7373,3986
3159,3548
3154,3703
3173,3114
7373,3984
1059,3114
3051,6901
7487,460
3240,1046
1118,1291
7394,3342
5345,1324
3242,983
1122,1171
1127,1017
7460,1304
979,5611
5340,1492
5269,3693
7475,849
5340,1495
1122,1184
5215,5376
1046,3542
3172,3171
3141,4135
7390,3486
1143,537
3174,3115
1139,665
1061,3084
5346,1324
7487,488
1122,1196
7373,4026
3241,1046
1118,1324
7370,4117
1114,1449
3084,5915
3146,3996
7373,4028
5341,1490
1142,590
7475,876
1053,3351
982,5553
3141,4161
1117,1369
3076,6175
1127,1062
3163,3482
1032,4009
3097,5531
1046,3575
1059,3173
7373,4050
982,5563
7475,892
3148,3958
3011,8205
3162,3526
7373,4059
1139,705
1041,3744
7487,528
7460,1365
5273,3624
3147,3996
1062,3096
7487,526
1062,3097
3233,1332
7475,904
5342,1490
3175,3132
3162,3535
7487,530
7373,4064
7373,4071
5364,814
3174,3165
980,5646
5377,414
982,5588
3165,3453
7487,545
1117,1408
5290,3117
7373,4081
3175,3148
5360,948
3146,4050
5278,3495
7373,4087
1143,608
3166,3432
7390,3558
5346,1386
7373,4091
7404,3130
3235,1294
3163,3526
3166,3433
7373,4089
5215,5451
1053,3403
7373,4088
966,6101
3171,3282
1040,3808
7390,3567
7465,1242
7373,4094
7394,3442
7390,3566
3164,3501
1122,1268
3176,3132
3163,3535
3021,7936
7378,3942
5266,3887
3177,3113
3177,3112
7475,947
7398,3334
7465,1257
3261,510
3175,3176
3171,3300
3176,3148
1149,449
3240,1166
5376,490
1153,330
3236,1294
3167,3433
3239,1201
3167,3432
1133,952
3028,7743
1139,768
3172,3282
5377,460
3148,4026
3177,3126
3242,1114
3165,3501
5285,3318
982,5638
7329,5489
3150,3967
995,5237
7497,284
1139,778
7383,3825
5352,1249
7383,3824
7373,4133
1122,1309
7335,5317
7376,4050
3176,3175
1142,696
7499,241
7381,3899
3241,1166
1141,731
7375,4082
3259,611
3156,3806
982,5664
1142,705
3242,1141
7475,992
7376,4059
1141,740
1142,710
1141,741
7373,4158
3242,1148
3233,1426
1117,1490
3006,8468
5376,532
1127,1183
3242,1153
7373,4164
7375,4109
7400,3334
996,5248
1144,662
5372,664
3178,3146
5377,514
7475,1013
7373,4175
992,5376
7373,4174
3178,3147
7475,1010
5350,1353
7499,276
5290,3223
1119,1451
1143,710
7373,4191
7373,4189
996,5270
7373,4188
1122,1366
7487,660
1142,747
3175,3265
1041,3882
1127,1216
3162,3672
3177,3207
7485,729
3232,1501
5215,5563
1039,3952
5364,948
5285,3403
7373,4209
996,5290
5377,549
7373,4215
995,5327
7373,4217
1154,400
7487,682
996,5300
1141,805
3171,3413
7376,4127
7499,314
7475,1065
7499,320
1062,3259
5377,564
3177,3232
1133,1061
5353,1312
3148,4133
1122,1405
3163,3672
1127,1254
1130,1162
3182,3087
3179,3180
3023,8016
3259,705
5351,1390
1041,3931
7373,4244
7383,3934
3240,1299
7375,4187
1053,3565
1135,1025
3235,1463
7475,1097
3095,5802
3107,5433
1151,532
3171,3450
3165,3636
7373,4261
7398,3485
3163,3703
7404,3306
1141,850
3237,1410
7487,730
3183,3087
3183,3086
3180,3179
7373,4270
7465,1421
7499,367
3260,705
1133,1108
3241,1299
5215,5638
1141,863
7407,3222
7390,3756
7373,4282
3175,3349
3178,3256
3096,5799
3178,3257
7487,752
3242,1275
7376,4191
1062,3321
7375,4229
3172,3450
7383,3985
7375,4230
3238,1410
7373,4299
1151,571
5290,3336
7412,3089
1143,820
7412,3088
1069,3115
7383,3986
7394,3645
5215,5664
3178,3276
7373,4300
1068,3151
1068,3152
992,5508
3178,3277
3063,6844
3166,3654
1135,1079
3259,773
7378,4153
1142,865
3176,3349
1061,3379
7412,3108
1154,500
5273,3881
1132,1183
3080,6332
1142,874
1158,378
7383,4012
7394,3671
7394,3670
7381,4072
1062,3358
7404,3365
7388,3865
7412,3121
7412,3120
7398,3554
1143,853
3171,3522
1161,297
3182,3183
5226,5359
3169,3591
7386,3934
1061,3405
3167,3654
7393,3722
7412,3133
3240,1396
7465,1495
3166,3694
1135,1118
7398,3574
3175,3419
7412,3146
3169,3604
7341,5346
3174,3452
3165,3731
5377,698
3177,3361
1142,909
1052,3700
3174,3453
7499,452
3097,5843
7412,3148
3259,825
3172,3522
1141,948
1148,731
3183,3182
1151,639
3242,1357
3165,3744
3175,3437
5300,3096
3170,3591
1148,740
3175,3438
5217,5675
7383,4064
1148,741
7383,4063
1143,897
1142,929
1068,3223
3241,1396
7475,1216
1142,932
3167,3694
995,5491
1141,967
996,5463
992,5588
1144,876
3176,3419
1068,3233
1068,3234
3187,3085
3187,3084
3174,3491
7383,4088
7493,677
3184,3185
1141,983
7386,4000
1135,1172
3176,3438
3176,3437
7407,3346
3118,5241
1142,962
7390,3883
7412,3199
1073,3103
7412,3206
7407,3360
5365,1127
7388,3953
7407,3362
992,5623
7387,3989
7415,3118
5300,3153
7499,521
3117,5290
7499,518
7412,3222
3185,3184
3186,3156
7412,3220
3187,3127
7475,1273
3188,3095
3187,3128
1145,896
5278,3848
7412,3229
1148,805
7412,3228
5290,3474
982,5953
1062,3474
7335,5624
5377,785
7388,3986
7487,916
7378,4294
3096,5968
3178,3425
1130,1378
7475,1292
1072,3177
1075,3086
3165,3835
3174,3555
5359,1361
3242,1449
3189,3095
1135,1232
7387,4026
3177,3469
3278,338
3187,3161
1142,1019
7412,3256
7475,1303
3177,3472
7390,3948
7412,3265
7412,3264
1162,409
1068,3323
1061,3543
7412,3274
7407,3427
3190,3083
1148,850
1052,3828
3186,3209
3186,3212
3190,3090
7386,4088
3171,3678
7500,553
3175,3557
1133,1322
7404,3528
7404,3527
5295,3371
3175,3559
7407,3441
3175,3558
7475,1332
7412,3285
1148,863
995,5606
7407,3444
5295,3378
7412,3287
7315,6294
7417,3132
3175,3567
3175,3566
5357,1468
3272,574
1050,3919
7394,3862
7417,3148
7383,4209
3156,4171
3172,3678
1142,1072
1153,731
7394,3865
3191,3090
1135,1291
3176,3558
7400,3684
5376,892
3176,3557
7412,3311
3176,3559
5290,3561
1161,490
3188,3189
7407,3470
1153,740
7383,4221
1153,741
3176,3566
1141,1114
1154,712
5387,559
7412,3326
3176,3567
7412,3325
5297,3352
7412,3324
7417,3175
3174,3636
7412,3328
3096,6053
7475,1381
7412,3334
5360,1410
7412,3333
1005,5342
7417,3176
7388,4081
7487,1011
5380,791
1061,3612
1062,3583
7412,3346
7412,3345
1135,1324
3259,1017
7390,4026
7499,646
3189,3188
7390,4030
7383,4253
7382,4282
3182,3411
3171,3752
5359,1464
1141,1148
7412,3362
1144,1060
1141,1153
7417,3206
7412,3360
7383,4259
7412,3359
5384,692
7487,1039
7412,3363
7398,3804
1144,1068
1065,3517
1078,3114
1079,3084
7500,640
1079,3085
5290,3619
1132,1443
7383,4273
1145,1041
1148,948
7412,3373
5284,3804
5234,5359
3178,3557
1062,3619
3187,3281
3169,3839
7417,3221
7509,369
7497,740
7412,3382
5215,5953
3186,3316
3190,3191
5235,5336
3183,3411
1153,805
3192,3131
1143,1116
3186,3319
7383,4282
7382,4318
1148,967
3259,1062
3192,3142
1158,662
5236,5315
7383,4295
3272,665
7394,3953
1154,790
5376,982
1068,3456
5273,4178
1147,1010
5273,4179
5377,952
1080,3090
1148,983
7412,3410
7412,3409
1151,892
3170,3839
3177,3622
3191,3190
1079,3127
1079,3128
7412,3412
3190,3223
5376,992
7417,3256
7415,3325
1068,3473
7386,4221
3194,3105
7417,3266
7417,3265
7412,3426
3193,3142
3174,3731
1078,3173
1153,850
7412,3427
5376,1014
1162,575
7400,3804
7400,3803
3117,5511
3261,1046
7386,4248
7412,3442
7412,3441
7329,6013
1153,863
3191,3223
7412,3444
3192,3193
1079,3161
7487,1118
7416,3325
5222,5802
3187,3352
3281,440
7416,3328
1133,1495
3259,1127
5364,1410
3182,3518
1068,3517
3272,729
3187,3369
1061,3738
3187,3368
3194,3154
1057,3864
7412,3470
7386,4273
3186,3406
3118,5514
7336,5830
3192,3219
1079,3187
7500,744
7398,3906
7412,3471
5275,4183
3193,3192
3194,3163
7398,3909
1141,1275
7412,3486
3190,3293
7412,3485
1014,5215
5376,1070
7404,3735
3190,3302
3273,729
7400,3866
1166,510
3183,3518
5376,1074
5224,5786
1158,760
1171,358
1142,1258
1135,1476
3187,3403
7515,308
7341,5707
7417,3349
1080,3190
5283,3967
1080,3191
3167,4035
7412,3514
7487,1189
5275,4224
7412,3513
3191,3293
5377,1061
1162,657
7407,3671
3194,3210
7394,4084
3191,3302
3194,3211
7412,3523
1153,948
3174,3835
7329,6100
3190,3344
1142,1295
5226,5767
5235,5489
1148,1114
3179,3688
1080,3223
3272,807
3167,4065
7412,3540
3197,3134
3195,3196
7412,3539
992,5955
7407,3701
1142,1306
2907,12126
1167,532
1153,967
3259,1216
7407,3705
3194,3235
7407,3702
7412,3554
7412,3553
3275,729
1151,1038
7404,3805
5225,5819
3261,1166
7423,3221
1150,1075
1085,3091
1162,704
1153,983
5275,4271
3190,3374
7329,6139
1141,1357
1148,1141
3096,6290
7417,3409
3191,3344
1079,3281
1062,3808
7398,3997
3180,3688
3178,3749
7398,4003
3176,3813
1070,3565
3198,3134
5285,3974
3194,3258
7503,753
7412,3574
7417,3419
3196,3195
7412,3573
3194,3262
1148,1153
5376,1161
7404,3829
7404,3828
1167,571
5377,1133
7497,955
7412,3590
996,5877
7417,3438
7487,1268
7487,1267
7417,3437
3037,8146
7412,3598
3191,3374
7407,3751
7499,899
5225,5856
7487,1274
1053,4124
3188,3478
5307,3322
1149,1150
1070,3600
3197,3198
1154,997
1172,440
7412,3609
1080,3293
3188,3481
7412,3607
3194,3298
7412,3614
7497,978
7487,1293
1154,1006
3186,3549
7412,3617
7407,3772
7398,4050
1080,3302
7423,3274
7335,6009
5297,3651
7417,3471
3188,3500
1174,398
3194,3313
7341,5830
1144,1329
7412,3627
1176,340
7426,3199
3118,5675
3108,5988
3198,3197
3190,3445
1079,3352
7429,3109
3189,3478
7429,3108
3189,3481
7499,944
7417,3486
7336,5996
7487,1320
7412,3645
1176,354
1014,5376
7398,4077
5376,1229
7412,3647
7415,3554
7426,3220
1167,639
5284,4086
7487,1328
1079,3368
7487,1327
7499,955
7394,4209
5376,1238
1141,1449
3186,3592
7426,3221
1162,801
3189,3500
1080,3344
7429,3133
7412,3666
7412,3665
3191,3445
7417,3508
1179,282
3192,3416
1154,1057
7412,3670
7329,6243
5247,5249
3199,3200
3192,3417
3186,3603
7416,3550
7412,3671
1068,3732
7518,391
7407,3832
3269,1041
1162,821
3118,5724
3288,454
7341,5881
7412,3686
7429,3159
7487,1361
1073,3584
1151,1167
7487,1359
3190,3495
3280,705
7412,3683
1079,3403
992,6101
3261,1299
1080,3374
1072,3622
7407,3842
7412,3687
1062,3935
1153,1114
7412,3692
1085,3223
3188,3565
1074,3565
7499,1001
7394,4253
1148,1275
7412,3702
3200,3199
7412,3701
3177,3914
7412,3706
7429,3179
3107,6086
7412,3705
7426,3276
7432,3089
7426,3274
1151,1193
7429,3180
1142,1473
7417,3559
3194,3397
7417,3558
7417,3557
3289,454
3262,1294
1142,1477
1151,1198
3191,3495
7336,6074
7487,1392
1162,859
7417,3567
7487,1397
1153,1141
1171,583
1176,428
7417,3566
7426,3287
7412,3721
1014,5451
7412,3720
3189,3565
7429,3199
7329,6296
1153,1148
1176,436
7412,3728
7515,535
1074,3600
7429,3200
3166,4285
7415,3640
3264,1250
3201,3202
7394,4295
7412,3737
3052,7823
3288,510
7329,6309
5317,3145
1142,1501
3288,512
1016,5409
7341,5941
3166,4298
7487,1421
7521,367
3112,5973
1151,1230
5241,5514
3197,3343
7400,4120
1171,613
5319,3095
1151,1234
5319,3098
5376,1332
5248,5300
7497,1116
7412,3751
5319,3099
1022,5237
3198,3318
1176,463
1022,5241
7412,3762
1080,3445
3167,4285
3192,3510
1151,1244
3258,1463
3202,3201
996,6053
7487,1439
7416,3640
5307,3483
7426,3329
1176,477
3289,510
3130,5439
7426,3333
995,6090
3289,512
7429,3246
7497,1137
7429,3245
7412,3772
3197,3369
3113,5973
7412,3777
7415,3684
7426,3342
7417,3627
3190,3589
1148,1357
7415,3687
3198,3343
5314,3282
7417,3630
3119,5797
1081,3439
7429,3256
7423,3442
1081,3440
3261,1396
5307,3506
7429,3267
7426,3359
3172,4161
3193,3510
7429,3264
3194,3482
7427,3333
7412,3798
7426,3362
7417,3647
7412,3801
7429,3274
3192,3549
3206,3120
7499,1106
7487,1485
5290,4056
3206,3121
3198,3369
1161,982
3191,3589
7416,3684
1179,425
5376,1388
1080,3495
3178,3996
7429,3285
7335,6205
5284,4250
7515,629
7518,535
7415,3728
7423,3485
5409,380
7434,3141
1061,4101
3207,3113
7509,821
3207,3112
5290,4079
7400,4205
3171,4233
3206,3148
1014,5563
3171,4232
7427,3366
1151,1321
3194,3526
7412,3842
7412,3841
5288,4150
1161,1014
7497,1205
3207,3126
7426,3410
7416,3723
7416,3729
7416,3728
7429,3325
1153,1275
1151,1337
7416,3727
7429,3328
7412,3862
1065,4009
7429,3334
7368,5224
3172,4232
1016,5531
7436,3120
3172,4233
3197,3458
7431,3274
3192,3615
3186,3806
7434,3192
7412,3874
7429,3346
7341,6074
1148,1449
7429,3345
7398,4306
1183,365
5236,5797
7426,3444
7341,6078
7426,3441
7355,5646
7412,3886
3190,3693
7412,3885
3177,4099
1176,593
1170,781
7429,3363
7429,3362
3296,414
7412,3888
7423,3553
7412,3893
3207,3177
7436,3148
7417,3736
3198,3458
1179,510
1171,759
3293,512
1161,1070
1184,358
1151,1382
7497,1267
3052,7988
7416,3777
1161,1074
7412,3900
7412,3899
7412,3906
3293,520
1080,3589
1167,892
3206,3222
5241,5675
1014,5638
7407,4063
1176,619
1179,526
1151,1395
1068,3969
3210,3104
7417,3757
7417,3756
3210,3105
5248,5463
3297,414
1070,3916
1183,414
7416,3801
7412,3924
1159,1160
7503,1109
3192,3678
3201,3398
7412,3933
1097,3090
1151,1416
7407,4087
1014,5664
1073,3836
3209,3156
1153,1357
7335,6324
7407,4091
7426,3508
7429,3412
7515,753
5377,1495
3211,3105
3201,3415
1176,653
3210,3135
3211,3104
7426,3509
3039,8436
3272,1216
7412,3950
7423,3609
7412,3949
3197,3543
3207,3232
3275,1127
1171,815
3210,3144
3210,3143
1154,1349
3202,3398
7499,1265
5241,5724
7412,3960
7436,3222
7521,585
7434,3282
3209,3186
1171,830
1062,4210
7429,3442
3210,3162
3206,3285
930,8306
3210,3163
7429,3444
3064,7689
1183,466
3202,3415
3211,3136
3272,1245
1070,3973
3273,1216
3269,1342
3198,3543
7500,1251
1154,1373
7412,3986
3211,3144
7416,3866
1162,1130
1154,1379
7434,3306
7336,6343
3209,3212
1061,4266
3211,3154
7412,3997
3197,3593
7515,808
3211,3163
3210,3194
7417,3854
3206,3324
7499,1310
1158,1277
7417,3859
7412,4012
7417,3857
3187,3916
3192,3764
7515,824
3194,3703
3297,510
7416,3898
7407,4176
7521,642
1187,388
5309,3676
3190,3831
3210,3211
1187,390
1170,917
7412,4026
1187,392
7416,3900
7426,3590
1100,3090
3212,3156
7416,3906
1166,1046
1153,1449
7412,4028
1176,738
7407,4189
3198,3593
1022,5514
7407,4188
1097,3190
7500,1304
1097,3191
3195,3688
3281,1025
7417,3883
3211,3194
3118,6079
3275,1216
7417,3884
3199,3577
1187,412
3192,3793
1074,3916
3210,3235
7429,3523
7412,4050
7407,4205
7536,206
1179,665
7423,3706
7415,3954
1167,1038
7434,3372
3211,3210
5415,425
5297,4080
7416,3934
1161,1229
1158,1322
3195,3710
3212,3186
