award_winner_1,award_winner_2
13863,7628
6438,8424
3437,3148
3500,1198
13861,7688
1382,1321
1408,516
2375,3309
6519,5915
13894,6662
6603,3310
1405,613
2375,3310
6578,4091
7512,7905
354,428
1324,3127
1324,3128
3438,3132
6599,3442
253,3565
2375,3318
3499,1245
6605,3261
354,436
13863,7643
1406,593
1382,1337
2344,4284
6529,5623
2344,4283
6527,5684
6584,3917
7478,8969
1390,1093
5440,6618
7521,7642
3437,3175
7542,6990
3413,3921
6526,5724
3437,3176
3438,3148
2349,4139
6580,4048
1412,418
6536,5418
1393,1009
13863,7661
357,358
3425,3557
3435,3249
6584,3932
7543,6971
258,3435
6514,6111
7512,7941
1406,619
354,463
1324,3161
1379,1459
6581,4038
6602,3387
1324,3168
6514,6117
6605,3296
7509,8047
3438,3176
6527,5719
6578,4138
3438,3175
13863,7681
6589,3801
6588,3831
13862,7710
1412,451
6605,3310
2456,858
6439,8455
6578,4146
3430,3431
1388,1198
7496,8460
1324,3187
3498,1332
13885,7016
258,3469
1382,1395
258,3472
6439,8466
6605,3320
1406,653
6589,3823
6588,3853
6601,3450
6595,3635
329,1275
6449,8160
6595,3634
3435,3295
2256,7076
6536,5468
6589,3824
7544,6987
6449,8171
356,444
7512,7984
6595,3648
6586,3932
6543,5265
3431,3430
7555,6660
1382,1416
6599,3532
7543,7034
6578,4187
3500,1301
364,216
6603,3416
6578,4189
6584,4009
330,1275
6608,3264
271,3105
2257,7076
6578,4199
6517,6090
3427,3577
6578,4198
6449,8196
6595,3675
3420,3797
1395,1038
6589,3865
6604,3400
2240,7613
7498,8453
6578,4212
5524,4118
6578,4211
6580,4149
6602,3466
3432,3433
6601,3496
6578,4215
3443,3097
6588,3904
3443,3096
3435,3347
6599,3569
6604,3412
6519,6057
3418,3881
271,3135
6543,5312
6584,4039
6589,3888
3421,3797
5524,4142
1405,759
6604,3427
2381,3273
13861,7838
3427,3614
6578,4239
3433,3432
2379,3338
1396,1046
7521,7776
6608,3311
271,3154
329,1357
1324,3281
2375,3468
7547,6974
6593,3787
6543,5336
1388,1301
6603,3474
6470,7597
6603,3481
271,3163
6591,3851
7490,8749
6610,3261
354,593
2375,3479
6586,4009
13860,7905
13860,7906
3443,3153
13861,7868
13896,6783
3445,3090
6582,4145
12839,6783
3500,1388
2377,3433
3511,1046
6580,4213
6608,3345
3434,3435
330,1357
3435,3407
7503,8372
6599,3627
3435,3408
3437,3349
354,619
6601,3569
6578,4282
6604,3476
6604,3475
271,3194
6586,4039
13865,7774
13866,7744
1405,815
344,938
6543,5379
344,942
6580,4231
6601,3585
7512,8112
7527,7646
271,3210
271,3211
3512,1046
2377,3463
6601,3588
6589,3960
7529,7588
13862,7883
3435,3434
13860,7946
1405,830
3425,3749
344,956
3442,3221
258,3622
2375,3530
13863,7849
7525,7721
6599,3658
1408,743
3438,3349
7507,8284
6604,3509
1408,745
6604,3508
354,653
1324,3352
1395,1151
13860,7947
1408,752
6578,4323
6605,3484
1419,414
271,3235
6543,5410
7553,6868
3443,3215
6603,3561
1324,3368
1304,3988
1395,1167
1324,3369
7502,8458
3443,3216
6589,3999
1406,830
329,1449
6613,3254
6608,3409
2218,8428
6589,3997
356,614
357,583
259,3622
6469,7721
6589,4000
6514,6331
13863,7891
344,995
271,3258
13872,7609
1416,532
3437,3419
2379,3449
6603,3575
6601,3637
2364,3913
271,3262
2482,257
1412,662
6447,8421
6496,6901
1395,1193
271,3270
2385,3272
6496,6905
6468,7772
1396,1166
6517,6252
344,1011
1395,1198
265,3460
6589,4026
7553,6908
6580,4303
1324,3403
330,1449
357,613
358,583
3445,3191
3437,3438
3445,3190
6584,4183
6514,6360
6529,5895
1387,1455
6601,3661
6447,8441
7391,11944
13872,7643
344,1026
6449,8376
3438,3419
3436,3483
6601,3674
7530,7642
2381,3422
6613,3300
1416,571
271,3298
7505,8420
6604,3590
3511,1166
6607,3496
6601,3682
6496,6937
3410,4300
6601,3680
1395,1230
3427,3776
358,613
1395,1234
3438,3437
3445,3223
3427,3780
271,3313
6615,3254
349,896
271,3314
5548,3569
6604,3602
6604,3601
7551,7011
2385,3318
1406,903
1395,1244
6496,6952
6608,3485
1408,845
2321,5312
6584,4231
13863,7963
7512,8231
13872,7681
13870,7744
6456,8205
3512,1166
6589,4081
5533,4049
6604,3626
13868,7813
7574,6324
3450,3096
3432,3654
1318,3652
1318,3653
3439,3440
350,896
1408,871
2375,3663
7521,7979
13869,7803
6523,6147
7512,8260
3450,3111
6587,4171
6457,8205
2379,3552
1416,639
2478,488
250,4020
3444,3311
3433,3654
3451,3096
6605,3624
1406,957
6607,3569
6599,3817
3440,3439
368,369
6520,6269
6599,3818
3445,3293
6610,3484
13870,7803
3506,1401
265,3569
7530,7734
3517,1068
13874,7688
3445,3302
1426,356
6598,3861
6596,3923
3439,3490
6534,5850
1395,1321
271,3397
7512,8299
3437,3557
3437,3559
13871,7786
3437,3558
7558,6877
354,830
7527,7844
6607,3596
374,212
1396,1299
6450,8467
3437,3567
3441,3442
1405,1023
3437,3566
252,3998
6604,3691
6608,3574
13873,7730
3426,3909
1395,1337
3450,3171
6604,3706
13860,8141
3435,3641
6601,3796
7561,6811
357,759
13872,7780
7391,12078
7559,6877
7391,12083
3438,3558
3536,520
6548,5454
3438,3557
6472,7809
3506,1452
13860,8159
3438,3559
7512,8335
3511,1299
6534,5892
3445,3344
6496,7069
13872,7783
3438,3566
3442,3441
3438,3567
6607,3637
6601,3823
6613,3450
6593,4068
3429,3853
7516,8230
6599,3888
6608,3609
7554,7056
3453,3115
7391,12107
13863,8078
2474,698
7510,8424
1393,1441
13862,8124
6591,4144
6467,7988
1318,3767
358,759
2371,3892
1395,1382
349,1041
13863,8087
7555,7037
6589,4215
6607,3657
6593,4089
3445,3374
7555,7034
7391,12118
3517,1144
3512,1299
3425,3996
7514,8311
3433,3753
3448,3288
1304,4215
13875,7736
6591,4159
3448,3289
5445,6923
5533,4195
354,903
3432,3790
7510,8441
5653,478
7555,7053
3452,3174
3423,4073
1318,3792
357,815
271,3482
3543,356
6457,8330
1419,668
7561,6873
6468,7987
350,1041
3427,3959
1395,1416
6604,3776
3422,4115
6615,3434
357,830
6613,3501
6604,3780
13863,8129
3449,3289
3453,3165
3449,3288
6506,6826
1405,1122
3433,3790
3432,3821
7562,6868
258,3914
358,815
6602,3858
6529,6121
3424,4073
3453,3174
3427,3980
1408,1035
6603,3833
13871,7895
6591,4202
3441,3553
6602,3868
6595,4085
6526,6223
6589,4270
13861,8219
7536,7679
1408,1043
3450,3278
6596,4057
7562,6877
358,830
378,212
354,957
13875,7788
3448,3350
3511,1396
6604,3815
13863,8170
6458,8346
6605,3788
3433,3821
283,3168
6604,3830
3450,3300
247,4289
6526,6252
3536,635
6604,3836
1419,734
6599,3997
6602,3904
1405,1171
265,3745
1419,742
3512,1396
349,1145
6601,3941
6613,3569
3449,3350
6596,4102
6589,4317
3446,3447
1405,1184
2387,3511
6526,6276
374,378
13878,7736
7539,7638
6596,4103
6604,3862
7562,6929
13862,8240
6462,8267
13876,7803
1405,1196
3456,3152
3517,1261
3456,3151
3445,3495
6613,3588
6456,8461
3536,682
6613,3596
350,1145
1419,775
1408,1117
3443,3568
3444,3540
3444,3539
3447,3446
13877,7803
6604,3887
13880,7704
3542,510
7528,8016
6468,8108
13861,8303
6527,6282
13878,7788
1416,892
6602,3967
13860,8342
1332,3498
288,3095
6604,3910
6599,4064
6593,4249
6599,4063
288,3098
344,1362
6537,5984
288,3099
3458,3134
2373,4001
6613,3635
5499,5405
7530,7979
6591,4320
264,3849
3448,3449
1406,1218
3441,3671
1329,3608
6599,4081
356,1004
3521,1192
6553,5511
6506,6967
6558,5358
7564,6946
1405,1268
2385,3657
13883,7672
3456,3223
7563,6985
6468,8161
3449,3448
3456,3234
3456,3233
3547,416
3442,3671
6603,3989
3448,3487
6604,3957
6472,8047
7574,6660
6613,3682
13862,8333
273,3615
6604,3959
3445,3589
7521,8308
13865,8262
13863,8325
6543,5863
357,1023
3521,1245
3458,3198
6603,4009
378,374
3458,3197
3427,4158
5545,4039
6604,3977
13863,8318
1405,1309
3528,1034
2403,3141
6604,3980
3450,3451
6468,8195
6601,4078
3449,3487
3437,3859
1441,200
1342,3269
271,3703
6607,3894
3427,4175
5424,7804
1440,239
6615,3657
6603,4032
13885,7663
358,1023
7564,7011
13863,8353
1419,904
1408,1245
3444,3666
7568,6892
3444,3665
254,4252
6607,3921
3451,3450
379,380
6543,5907
3459,3208
13863,8373
7527,8180
3546,520
1406,1323
6608,3900
7521,8365
1332,3618
1332,3619
7563,7070
1405,1366
3445,3662
1440,283
3456,3323
344,1493
6605,4009
6602,4102
5566,3450
1408,1280
13873,8087
349,1342
3452,3453
3444,3704
1416,1038
3444,3705
6600,4171
3547,520
6468,8271
6603,4086
3446,3656
7566,7016
6605,4039
7529,8163
7566,7015
6468,8284
357,1122
7570,6893
7401,12139
7547,7613
3453,3452
354,1218
7566,7023
3427,4261
6464,8415
6613,3796
3457,3333
6605,4051
1427,729
3452,3491
6604,4084
6599,4239
6608,3960
6604,4083
7523,8368
7568,6971
3447,3656
374,618
6464,8436
358,1122
6599,4260
3459,3297
3444,3762
6599,4259
3448,3640
3454,3455
7521,8455
3450,3581
3453,3491
3435,4051
6556,5605
7521,8456
6599,4270
13884,7813
7572,6881
3458,3343
357,1171
1347,3249
374,647
3459,3320
6599,4282
1408,1369
357,1184
6604,4138
7523,8414
2371,4291
7536,8018
3546,633
3449,3640
3455,3454
7571,6932
3439,3952
3546,635
6605,4112
3560,208
357,1196
7568,7034
3452,3555
3458,3369
13875,8129
295,3122
295,3123
358,1171
3445,3779
6603,4183
2240,8368
6604,4158
3439,3973
1416,1151
3439,3974
281,3570
7573,6893
358,1184
3451,3604
3435,4100
1406,1466
1440,413
355,1281
3547,635
13889,7718
13869,8338
3444,3832
6485,7867
3453,3555
358,1196
6604,4175
1416,1167
3561,208
354,1323
13886,7813
3450,3655
7574,6881
6608,4059
3546,682
7527,8349
6475,8192
7570,7015
3440,3974
2240,8406
3440,3973
6604,4198
6604,4196
13884,7895
1342,3480
1406,1496
6608,4071
7570,7024
6467,8447
7568,7084
6467,8446
6604,4199
6604,4205
1416,1193
6604,4204
13870,8338
3450,3677
1416,1198
6604,4212
13874,8219
287,3435
357,1268
6604,4222
3547,682
378,618
6468,8440
3556,414
7526,8414
3469,3113
1329,3917
3469,3112
6554,5783
3456,3517
3451,3677
6468,8458
1416,1230
7547,7774
6553,5827
13878,8129
1416,1234
3469,3126
1329,3932
378,647
358,1268
2397,3596
1408,1490
1416,1244
6608,4133
2341,5338
6468,8471
6604,4262
3453,3636
357,1309
6613,3981
3450,3733
354,1406
2377,4228
387,388
6604,4267
387,390
6614,3964
387,392
2381,4115
7573,7007
3450,3745
5515,5269
13862,8658
3450,3752
7573,7008
1440,527
3435,4223
288,3477
1357,3106
358,1309
3450,3761
387,412
6556,5780
3469,3177
3560,356
6617,3894
6613,4023
2377,4267
3460,3461
388,390
393,235
6556,5787
1347,3430
388,392
1347,3431
3451,3745
288,3493
295,3278
3448,3844
2386,4002
357,1366
6605,4284
6608,4191
12839,7641
1419,1216
3466,3296
2411,3233
6605,4289
3458,3543
2377,4286
3472,3112
7544,7954
354,1466
3466,3297
388,412
3469,3207
7572,7084
3472,3113
3561,356
13879,8175
3460,3492
3461,3460
1416,1321
3472,3126
13877,8258
6496,7689
7574,7037
3546,838
3449,3844
356,1426
3459,3536
3565,253
358,1366
1416,1337
3451,3789
2473,1338
372,935
3469,3232
7573,7082
1428,969
354,1496
6573,5312
3459,3547
13880,8181
3459,3546
357,1405
7409,12168
6478,8267
1428,977
390,388
7573,7088
374,885
1360,3088
3461,3492
1449,330
1360,3089
3462,3463
390,392
6608,4239
13893,7783
3458,3593
6554,5923
2379,4277
2379,4276
3560,444
13886,8015
393,318
390,412
3447,3951
358,1405
3464,3423
3472,3177
2505,386
13881,8181
1340,3735
3444,4050
2295,6901
1416,1382
3528,1445
3463,3462
3468,3310
3468,3309
6566,5578
1361,3095
3466,3377
2321,6104
3468,3318
1361,3098
1361,3099
7554,7721
1416,1395
1360,3133
3460,3569
393,344
12758,10247
3561,444
3455,3733
13877,8338
3472,3207
5587,3181
301,3208
392,388
1440,669
1357,3242
392,390
3542,1046
3452,3835
1440,672
3463,3494
6496,7777
6613,4149
3464,3465
2246,8458
7541,8155
6527,6825
2319,6202
3459,3632
6527,6826
3472,3232
7557,7671
6486,8101
392,412
6553,6028
6523,6965
3556,635
3453,3835
289,3616
3465,3464
3477,3095
13880,8283
1359,3217
3477,3099
3477,3098
6571,5486
2325,6047
3547,934
6486,8131
3561,505
2390,4039
3469,3361
295,3450
7534,8422
378,885
6573,5451
1347,3615
290,3616
3444,4148
3478,3095
7533,8460
1360,3220
6553,6076
368,1208
3568,316
387,625
6613,4231
374,1030
3565,416
7547,8053
6527,6905
3564,451
2476,1411
2420,3151
6573,5482
3552,829
3454,3870
7544,8154
388,625
1434,969
13890,8056
1456,292
6571,5567
3542,1166
1434,977
6573,5511
1360,3274
2338,5726
6615,4213
3560,614
7544,8184
364,1394
7545,8162
6527,6952
3463,3633
7544,8192
3549,969
3454,3914
3468,3479
1427,1216
6580,5311
374,1093
3472,3361
3549,977
7537,8422
379,945
12839,7895
3463,3647
6613,4303
3466,3556
2405,3679
7537,8425
3445,4206
1440,828
3478,3188
3481,3095
3460,3745
3561,614
3478,3189
397,398
393,523
1433,1052
3469,3472
1440,839
3460,3758
1428,1215
390,625
1342,3882
380,944
3565,520
3468,3530
3470,3471
387,743
3482,3104
2350,5429
3461,3758
387,750
378,1030
3460,3799
13884,8331
6584,5265
3483,3095
3483,3094
6573,5610
1342,3931
7552,8027
3471,3470
388,743
3482,3136
7539,8439
3482,3135
6573,5616
392,625
388,750
1440,910
1358,3455
3461,3799
5689,264
1441,883
1452,549
3481,3189
3481,3188
6482,8463
3472,3469
3542,1299
6533,6884
1360,3412
6527,7080
3447,4256
378,1093
1440,941
2480,1470
5592,3305
5592,3306
379,1069
6573,5660
2403,3863
6553,6291
6586,5265
2256,8428
390,743
3473,3474
3455,4034
6586,5279
1440,966
7541,8440
390,750
3480,3269
7547,8262
2355,5378
6528,7094
3479,3309
2502,827
3479,3310
3469,3622
1459,400
374,1269
3474,3473
407,247
3479,3318
6586,5312
3468,3663
1365,3325
387,875
6584,5379
6555,6285
3486,3120
1449,731
3486,3121
5592,3371
6485,8457
6573,5734
298,3652
1449,740
298,3653
1449,741
3542,1396
392,743
3475,3476
3459,3975
6567,5933
400,500
1361,3477
1434,1215
6485,8473
392,750
7555,8070
388,875
3473,3547
295,3761
2344,5780
3486,3148
308,3362
308,3363
1441,1009
2357,5383
6486,8454
1361,3493
7562,7870
1359,3561
6531,7066
2484,1456
6496,8155
5513,5866
3476,3475
3549,1215
2419,3476
2510,655
387,935
3488,3110
1428,1434
3457,4070
6514,7612
2416,3575
6586,5379
3474,3547
1359,3578
5524,5537
3481,3336
1360,3553
7566,7779
3472,3622
3481,3344
7570,7664
6584,5462
1449,805
3543,1426
7570,7663
302,3596
1459,500
1456,594
388,935
390,875
3486,3206
3470,3702
3470,3701
3486,3205
298,3730
6586,5410
13891,8333
3489,3119
6558,6282
308,3426
3483,3304
7529,8948
3477,3493
3486,3222
374,1390
3483,3322
3478,3481
1466,318
2358,5438
1449,850
13897,8181
5587,3649
298,3767
387,1013
2405,3993
3478,3500
2399,4181
3479,3468
2489,1390
2418,3595
2411,3815
2415,3693
390,935
392,875
298,3792
3491,3115
1466,354
3575,510
13898,8181
3491,3116
2411,3831
3473,3676
5598,3338
388,1013
413,239
1451,829
3565,835
6593,5268
3486,3285
3488,3226
7573,7664
1376,3168
387,1059
3560,1004
1445,1034
3576,510
3485,3333
1358,3733
3556,1132
3474,3676
7570,7779
3493,3095
387,1078
7574,7660
6541,6915
3479,3530
317,3249
3493,3099
3493,3098
2268,8305
3478,3565
3487,3289
3487,3288
1456,715
6492,8442
6514,7760
3486,3324
413,283
3481,3478
388,1059
392,935
5597,3420
6563,6243
6584,5591
3561,1004
3491,3174
322,3111
6580,5719
6545,6811
1360,3706
1449,948
390,1013
1440,1231
6584,5609
388,1078
1466,428
3483,3436
378,1390
3481,3500
400,712
6573,5958
1360,3721
1466,436
1434,1428
3488,3292
3556,1183
3568,811
1449,967
3578,505
393,938
12839,8331
393,942
3550,1386
3495,3090
5440,8334
379,1384
1449,983
299,3867
6596,5268
393,956
3485,3409
1466,463
3549,1428
3487,3350
2436,3172
7566,7984
2436,3171
3483,3484
2405,4134
6593,5383
1440,1284
412,388
1433,1505
7569,7898
6573,6006
6375,12144
3488,3337
412,390
7573,7779
412,392
392,1013
390,1078
3481,3565
6584,5677
1459,712
6586,5614
393,995
1452,934
3484,3483
387,1187
3483,3517
1473,290
295,4041
6573,6028
2418,3765
400,790
393,1011
1440,1324
3553,1360
7570,7905
3565,992
3479,3663
393,1026
392,1059
387,1214
6573,6057
388,1187
5586,3892
7434,12139
3470,3960
5592,3711
6496,8455
392,1078
3495,3191
3495,3190
3489,3378
3473,3880
3487,3449
3487,3448
6593,5468
1440,1376
1459,790
5536,5477
1360,3862
3582,518
2408,4143
3489,3403
3497,3155
2407,4177
6514,7930
3552,1451
5598,3564
322,3278
2436,3282
6549,6849
3495,3223
1449,1114
3474,3880
324,3226
1466,593
324,3227
1365,3728
7570,7984
1477,259
2408,4167
6514,7955
405,726
1350,4201
3497,3181
3470,4026
3500,3095
1449,1141
7573,7905
6551,6825
1441,1393
1466,619
1449,1148
2431,3475
6584,5805
1449,1153
3561,1216
329,3106
6598,5378
12758,11021
387,1313
2418,3890
2510,1039
6596,5447
6573,6167
3470,4055
408,674
6527,7597
3490,3439
1350,4247
413,527
1466,653
3495,3293
330,3106
3485,3607
321,3387
392,1187
388,1313
414,510
3495,3302
6603,5265
6592,5605
1388,3095
329,3157
3483,3689
329,3158
2416,3998
1358,4034
316,3568
3492,3420
3491,3453
3492,3421
3491,3452
2332,6618
1473,479
3494,3366
3486,3617
3500,3188
3495,3344
3500,3189
3484,3689
3501,3165
3501,3164
324,3348
1389,3105
6514,8071
3499,3233
412,625
400,997
1464,781
6584,5899
5471,7640
1446,1342
6552,6895
7544,8917
6573,6250
400,1006
1473,511
3492,3460
6580,6038
3481,3800
7572,8053
1473,514
418,451
6596,5540
3565,1198
3492,3461
6527,7689
416,520
3495,3374
3488,3591
6593,5642
1390,3095
1359,4057
6605,5279
1449,1275
6573,6273
1365,3885
322,3450
1365,3886
3487,3640
3593,356
6593,5667
329,3242
6596,5572
3561,1359
3486,3686
1388,3188
1388,3189
3493,3477
400,1057
3480,3882
6593,5681
6514,8130
1459,997
387,1462
3488,3639
6586,5907
392,1313
5548,5315
1477,447
1459,1006
3589,512
7566,8299
1479,388
414,635
3491,3555
413,669
330,3242
1479,392
3494,3463
6565,6564
413,672
3589,520
387,1479
3481,3872
419,492
315,3717
6514,8160
3495,3445
6608,5243
7563,8413
1477,469
3470,4221
1479,412
7544,9008
315,3733
1389,3210
2436,3522
414,668
1389,3211
334,3149
7563,8428
6527,7776
388,1479
6596,5642
1449,1357
3480,3931
1466,830
3565,1301
3492,3563
412,743
5711,316
1459,1057
7563,8445
6514,8196
6527,7792
412,750
6605,5379
315,3759
7570,8231
426,320
1389,3235
1389,3236
6587,5940
2416,4172
6580,6160
3488,3709
6527,7802
3495,3496
6596,5667
326,3435
393,1362
6584,6048
6527,7825
1389,3262
400,1154
6519,8070
3494,3551
6597,5667
3575,1046
414,734
3496,3495
3476,4118
424,425
7571,8243
3485,3841
2382,5268
317,3746
6580,6200
3485,3842
414,742
1466,903
6581,6181
428,318
6584,6087
3489,3732
338,3111
1396,3081
3485,3861
1473,696
6596,5724
2421,4081
6523,7993
2355,6128
3565,1388
3489,3748
3476,4151
318,3746
1389,3313
1389,3314
7568,8371
414,775
1477,590
2373,5582
1459,1154
1396,3107
2525,876
3511,3081
3572,1192
418,662
428,354
3483,3955
3485,3893
6514,8297
7570,8335
3495,3589
1387,3400
392,1479
413,828
319,3745
1466,957
6584,6142
6537,7598
3487,3844
1390,3318
2331,6914
2525,903
6527,7911
1396,3134
413,839
3511,3107
3508,3199
3494,3633
2443,3449
6584,6148
412,875
3491,3731
3491,3730
324,3604
3512,3081
1464,1035
6581,6255
426,450
6591,5944
2436,3678
3494,3647
1456,1298
6584,6167
2448,3318
3511,3134
3500,3478
3509,3199
3572,1245
393,1493
3512,3107
329,3478
3500,3481
319,3789
6558,6990
1484,446
3499,3521
1490,266
3575,1166
1456,1322
3510,3192
3508,3256
1390,3377
6514,8376
3510,3193
6558,7011
334,3347
3512,3134
2424,4094
3507,3291
6527,7977
428,436
3507,3290
3492,3758
1479,625
412,935
3504,3390
3504,3391
413,910
5618,3393
3575,1192
7573,8335
3507,3306
6602,5667
1477,705
1455,1387
6586,6167
3476,4278
6514,8402
6528,7967
428,463
2310,7657
6593,5963
1388,3478
3499,3572
414,904
6584,6239
3499,3575
1388,3481
413,941
6584,6248
3492,3797
1386,3550
1396,3240
3492,3799
1396,3241
400,1349
6606,5570
1493,235
6583,6282
3491,3835
3498,3618
3498,3619
6611,5418
12053,559
6584,6259
6584,6266
1388,3500
3502,3503
3500,3565
3575,1245
1477,747
6537,7724
12054,535
6584,6273
1396,3261
413,966
400,1373
2375,5684
2457,3142
6602,5724
1484,540
3511,3241
6527,8047
6587,6187
3511,3240
6583,6310
400,1379
412,1013
1464,1170
7574,8371
334,3435
12054,559
3503,3502
338,3315
6593,6016
12055,535
6605,5650
3501,3571
3511,3261
2457,3166
2455,3230
3583,1032
2525,1062
3512,3240
1396,3301
1459,1349
3512,3241
5602,3989
1484,578
6596,5950
6605,5670
3575,1299
1389,3529
6590,6138
1473,929
1388,3565
3504,3505
1389,3535
3508,3384
6591,6116
3578,1216
3512,3261
416,934
412,1059
1479,750
3583,1062
1493,318
1459,1373
436,318
3490,3952
3511,3301
1386,3640
3518,3086
1459,1379
3518,3087
6560,7092
3589,892
412,1078
3505,3504
400,1459
1493,344
5618,3543
3509,3384
428,593
2455,3296
1464,1254
436,354
3512,3301
3517,3151
3612,208
3517,3152
6527,8148
6593,6101
319,3992
5617,3599
3515,3225
328,3717
3515,3224
6603,5798
428,619
1396,3379
7555,9061
1477,874
1490,473
1466,1218
2458,3233
6523,8290
1493,393
2337,7001
1473,1019
6523,8306
414,1081
3511,3379
3516,3224
319,4027
3516,3225
3575,1396
5595,4316
1387,3691
428,653
326,3818
1496,318
387,1930
1477,909
6607,5719
2432,4076
7555,9105
3518,3182
1490,516
3518,3183
436,428
3517,3223
3497,3845
3512,3379
6606,5771
3581,1242
2387,5491
6605,5805
3508,3509
3517,3233
6537,7919
1479,875
3583,1189
3517,3234
412,1187
6537,7922
1496,354
6528,8205
414,1132
3589,1010
6578,6660
2445,3711
258,5973
444,208
3583,1204
3578,1359
436,463
334,3625
6537,7943
3509,3508
12058,640
6603,5899
3584,1188
1389,3696
3589,1035
3606,510
6605,5847
424,849
6603,5907
6522,8417
6522,8427
1466,1323
2397,5232
3513,3410
12055,753
1479,935
6602,5963
414,1183
3592,969
1396,3511
1396,3512
6613,5626
1501,259
3612,356
5729,264
3592,977
2464,3180
3517,3304
3508,3590
413,1231
1496,428
3589,1080
6527,8308
1473,1142
5720,555
1493,523
3514,3410
1496,436
3517,3323
3517,3322
12060,640
6523,8444
3522,3172
6524,8412
3511,3512
3522,3171
414,1216
1396,3542
2457,3418
3589,1097
6605,5907
6606,5874
3589,1100
3589,1103
6601,6038
2457,3433
2457,3432
6592,6320
6524,8428
3509,3590
6601,6047
1496,463
7571,8753
3521,3233
3511,3542
3512,3511
3616,290
2436,4101
6613,5684
1396,3575
1466,1406
6608,5845
412,1313
413,1284
3595,946
349,3269
1477,1072
6608,5854
3604,676
428,830
3526,3101
1386,3906
3526,3104
6577,6825
3526,3105
3512,3542
436,593
2303,8252
3612,444
1412,3107
3511,3575
3513,3514
447,259
2443,3921
6534,8170
444,356
1412,3118
1412,3119
413,1324
3605,676
2342,7065
436,619
2342,7070
437,589
3526,3135
2458,3475
1479,1059
3514,3513
3512,3575
3526,3144
6595,6313
1484,914
3527,3119
7571,8828
3513,3554
2344,7027
3522,3282
1479,1078
1477,1142
12060,753
3526,3162
1490,743
3518,3411
3526,3163
1490,745
1401,3506
436,653
12058,824
356,3134
428,903
1388,3912
424,1028
1466,1496
1490,752
1498,507
443,444
3515,3516
413,1376
3517,3456
3514,3554
6601,6160
332,3898
1411,3222
3529,3105
1496,593
334,3847
425,1028
426,998
3608,662
3517,3483
3523,3296
3516,3515
1501,447
3526,3210
6580,6842
