nominated_for_1,nominated_for_2
6492,2942
6529,1794
6502,2630
6542,1389
6502,2629
3358,1795
6417,5275
6536,1586
6409,5523
6402,5738
6498,2761
6415,5341
6529,1806
6509,2426
6509,2425
6403,5711
6501,2679
6502,2648
6418,5251
6400,5809
6396,5938
5337,5998
6502,2651
6402,5750
6396,5935
6509,2432
6400,5818
6498,2780
6490,3028
6522,2035
6415,5352
6498,2779
3318,3056
5457,2280
6412,5443
3227,5876
6402,5760
6402,5758
6502,2664
6510,2416
6412,5453
6398,5886
6510,2413
5449,2537
1206,3001
6494,2915
1254,1514
6415,5363
6377,6547
6399,5864
6396,5957
6410,5523
5433,3043
6412,5459
6527,1901
6402,5776
6399,5867
6401,5804
6504,2618
6502,2680
6402,5777
6417,5319
1295,258
6553,1101
6398,5906
6398,5905
6502,2681
6375,6618
3321,2990
6524,2004
6498,2809
6398,5916
6494,2940
6404,5730
6531,1791
6502,2696
239,238
6464,3873
6399,5888
6496,2880
6419,5266
6502,2700
6414,5428
6409,5583
6579,311
6494,2945
6402,5804
6553,1123
6402,5803
6531,1803
6394,6050
5451,2514
2290,2204
6501,2732
6502,2707
6417,5341
3358,1868
6573,504
6403,5774
6418,5319
6502,2714
6387,6279
5455,2402
6404,5758
6402,5820
6395,6035
6492,3028
898,12604
6575,459
6417,5363
6504,2666
6509,2511
6498,2851
6418,5330
6390,6198
6412,5515
6527,1950
6495,2942
1206,3065
6517,2266
6509,2513
6385,6362
6409,5618
1274,963
6401,5864
6524,2051
1291,437
6403,5809
1298,221
6498,2861
6412,5527
6406,5720
6494,2991
6400,5905
6501,2774
6504,2680
6494,2990
6381,6503
1254,1597
6502,2751
6410,5601
5465,2129
6400,5916
6522,2140
6509,2543
6502,2760
241,240
6418,5363
6400,5921
6402,5864
6421,5275
3230,5890
6421,5273
6492,3071
6418,5372
5447,2704
6495,2982
6509,2548
6494,3020
6409,5654
6509,2554
6528,1963
6494,3024
6502,2774
6406,5750
6506,2656
6402,5878
6515,2375
6504,2715
6401,5908
6421,5288
6502,2782
6415,5479
6498,2905
6402,5888
1293,424
6498,2911
4296,5635
6517,2320
6408,5706
6506,2667
6419,5363
6398,6014
6402,5890
6412,5586
6529,1959
6502,2796
4293,5738
6395,6112
3323,3038
6408,5708
6504,2732
6504,2731
6573,599
6419,5372
6504,2736
6509,2581
6412,5592
6423,5251
6421,5319
6575,543
6537,1721
1298,291
3330,2836
6412,5595
6495,3028
6529,1972
6418,5424
6414,5548
6421,5330
6579,431
6502,2818
6515,2415
6573,616
243,242
6506,2698
6501,2853
6381,6572
4279,6199
6498,2951
6423,5275
6409,5708
6536,1778
6529,1994
6499,2924
6531,1931
6421,5341
3383,1217
6527,2054
1239,2146
5447,2772
6498,2959
6401,5966
6400,5995
6424,5251
6418,5437
6423,5288
6422,5319
6397,6094
6402,5938
6404,5882
1257,1597
6421,5352
6418,5445
6502,2841
3397,794
6425,5234
6407,5792
6408,5760
6514,2473
6400,6014
6516,2418
6421,5363
6502,2851
6573,648
6507,2694
6509,2639
6382,6576
6401,5986
5337,6203
6528,2047
3351,2237
6424,5275
6402,5957
6506,2738
6498,2992
6419,5440
6409,5750
6509,2649
6498,2989
6508,2686
6419,5445
6396,6157
6423,5319
6424,5288
6515,2466
6392,6279
6537,1784
6418,5478
5455,2562
6421,5384
6502,2880
6516,2446
6515,2474
6422,5363
6506,2758
5362,5453
4280,6228
6425,5275
6417,5523
245,244
6423,5341
6509,2675
5449,2767
6408,5804
6509,2683
6403,5966
7597,1726
6498,3026
6424,5319
6517,2443
6501,2937
6424,5330
6498,3035
6421,5424
3375,1548
6504,2858
6404,5957
6535,1896
6579,531
6515,2514
6516,2483
5454,2641
6409,5804
6415,5618
6560,1123
6418,5532
6502,2927
6427,5251
4280,6272
3374,1594
6528,2125
6402,6030
5470,2154
6401,6066
6510,2686
6396,6225
6524,2256
6412,5728
1303,269
6504,2882
5455,2632
6510,2694
1254,1795
6424,5363
5514,806
6408,5864
6514,2577
3233,5986
6506,2831
6412,5744
6421,5471
6425,5345
1303,289
6426,5319
6526,2219
6418,5566
6418,5565
1216,2990
6509,2748
6409,5855
7597,1793
6504,2907
6524,2287
6515,2573
6524,2294
3316,3435
6421,5485
6408,5888
6421,5484
5463,2420
6412,5774
6528,2178
6575,720
6417,5618
6429,5251
1219,2918
6426,5341
6575,722
6419,5565
6404,6030
249,224
6404,6029
6502,2990
6501,3021
6529,2152
6504,2933
6535,1971
6527,2218
3330,3026
6395,6316
1263,1567
6504,2941
6407,5948
6529,2165
6429,5271
6509,2789
6404,6044
6425,5392
3411,524
6410,5864
6509,2794
6504,2949
6528,2204
6415,5706
6504,2947
1124,5890
6504,2954
6410,5867
6419,5587
6418,5618
6425,5401
250,221
6504,2956
4316,5247
6524,2335
6516,2589
1306,258
6423,5471
6537,1943
6412,5818
6517,2561
6504,2964
6590,298
214,1347
6412,5821
6401,6161
6536,1976
5451,2851
6407,5989
3337,2853
6411,5864
5491,1617
1254,1891
6502,3041
6415,5745
208,1551
6429,5309
2308,1990
2303,2145
6400,6214
6396,6338
1305,317
6526,2306
6431,5251
6428,5344
6418,5654
6517,2589
6396,6340
6504,2992
6415,5750
7597,1876
6590,334
6506,2944
3319,3435
6506,2943
6418,5669
6429,5328
1232,2599
6417,5706
6389,6572
6506,2945
6421,5587
6414,5803
6524,2393
6389,6576
6528,2274
6573,879
6402,6184
6432,5251
6504,3026
6431,5288
6537,2001
6421,5597
6422,5566
2277,2990
6402,6192
6516,2658
5490,1696
6404,6134
6551,1577
6529,2259
6412,5886
6415,5792
6504,3032
6515,2691
6529,2257
6522,2473
6527,2325
6429,5363
6551,1578
6504,3042
3336,2944
6536,2048
6524,2426
6421,5618
6415,5804
6528,2301
3253,5523
6432,5275
6418,5709
6425,5499
6575,847
6412,5905
3338,2893
6529,2277
6537,2035
6509,2903
1140,5499
6404,6157
6432,5288
7597,1940
3420,357
6421,5635
6404,6161
3338,2904
3370,1911
6404,6166
6425,5515
6402,6228
6412,5916
6402,6225
6425,5512
6554,1519
6412,5921
7611,1520
6424,5548
6425,5523
6429,5399
6524,2454
6408,6050
6543,1865
6429,5398
1257,1889
6410,5986
6429,5396
6421,5644
6431,5341
6404,6177
6566,1155
2290,2637
6408,6051
6517,2678
1245,2270
3362,2180
6422,5621
6423,5597
6419,5720
5449,3023
6418,5750
3421,357
1245,2277
6527,2375
6432,5319
3336,2993
6527,2385
6432,5330
6517,2693
6425,5544
6417,5792
6419,5730
6429,5424
6415,5864
3243,5890
6517,2701
6411,5986
6419,5738
5486,1894
6434,5280
6431,5372
6405,6178
6417,5804
6424,5597
6419,5750
1254,2028
6421,5695
6431,5384
6509,2966
6409,6066
3337,2992
1261,1813
6515,2779
5464,2591
1294,794
6415,5888
6404,6228
6421,5706
6423,5644
6432,5363
6556,1519
1239,2509
6424,5618
6418,5804
6409,6081
6554,1586
6514,2825
6522,2577
6436,5250
6555,1560
6412,5995
6425,5598
6517,2746
6409,6094
6429,5472
3380,1692
3256,5536
1309,357
6421,5730
6412,6008
3338,3000
6412,6014
6394,6572
6579,834
5455,2916
6421,5738
3377,1796
6424,5644
3343,2853
6537,2140
6425,5618
6419,5803
6414,5957
6417,5864
6436,5275
6404,6272
3375,1868
6421,5750
6431,5440
5494,1717
6431,5445
1263,1810
6529,2406
6404,6280
6404,6279
6421,5758
6418,5855
6421,5760
6429,5512
6436,5295
3352,2599
6396,6540
3378,1796
6407,6198
6417,5888
6556,1586
6415,5957
6437,5275
6418,5864
6517,2794
5481,2143
3428,250
6423,5706
6524,2575
6438,5247
6402,6362
6527,2493
3376,1868
6425,5653
6421,5777
6421,5776
1133,5867
257,256
6422,5750
6529,2433
6431,5471
6516,2842
3370,2062
6573,1073
6517,2809
6529,2443
6409,6161
2303,2377
3351,2656
6418,5888
6431,5484
6517,2816
6418,5890
6516,2852
6434,5394
6421,5803
6419,5864
6415,5986
1315,250
6419,5868
6436,5341
6434,5403
3406,968
6421,5804
6439,5251
6428,5598
6437,5319
6429,5566
6404,6340
6536,2252
6517,2847
6422,5792
6423,5760
6536,2257
6438,5295
3370,2097
7597,2133
5490,1913
6421,5820
6524,2627
6412,6106
6429,5579
5491,1887
6429,5583
6439,5273
6423,5769
1239,2631
6419,5890
6422,5804
6404,6362
6429,5586
6417,5957
1257,2079
6423,5777
6425,5712
6424,5750
6440,5251
5350,6279
259,258
6439,5288
3380,1811
6535,2311
6529,2501
6440,5266
6425,5729
1316,269
6431,5542
6437,5363
6431,5548
3344,2944
6440,5273
6524,2667
6429,5618
6421,5864
6432,5523
6424,5777
3375,1990
6434,5466
2303,2457
6527,2582
6421,5868
6425,5750
6421,5878
6439,5319
4316,5595
1313,387
3253,5785
6421,5882
3390,1537
5354,6192
6516,2936
6523,2723
6421,5890
1215,3435
3374,2044
6421,5888
6439,5330
5473,2509
6422,5864
6437,5398
6562,1522
7613,1709
5459,2947
6424,5804
7611,1774
6429,5654
6438,5373
6426,5750
3355,2651
6517,2933
3391,1537
1250,2373
6440,5330
6429,5669
6517,2940
5492,1952
6434,5524
3363,2419
6423,5864
6528,2609
6438,5399
6549,1963
3254,5804
3379,1929
3377,1990
6412,6214
3351,2798
1294,1031
6434,5536
6436,5474
6432,5597
6437,5442
6421,5938
6529,2589
3435,201
6425,5816
6414,6157
3378,1974
1318,298
6436,5479
6414,6161
6423,5888
6559,1671
6516,3003
6431,5644
6559,1676
2183,6261
6440,5363
6401,6572
6526,2704
6432,5618
6421,5957
6520,2888
6529,2609
3435,221
5475,2514
5380,5459
6522,2825
1303,779
6440,5372
6517,2991
6418,6059
3355,2709
6436,5499
6516,3024
1232,2989
3380,1938
6429,5720
6419,6030
6402,6557
6415,6161
6516,3030
6440,5384
6436,5512
3375,2101
6424,5888
6440,5398
6517,3011
6402,6576
3243,6199
6432,5644
218,1671
3358,2637
3435,250
1308,654
6432,5654
6528,2678
5465,2862
1245,2609
3350,2889
6438,5472
6517,3022
6429,5750
6439,5440
3435,258
6422,5966
2192,6027
6517,3024
6434,5603
6429,5758
1254,2342
1127,6279
6438,5478
6434,5602
6528,2693
6436,5544
6562,1638
1256,2288
6426,5864
6437,5523
6423,5957
7611,1896
4308,5986
3244,6199
6422,5986
6524,2823
6600,474
5459,3077
3358,2671
6524,2834
3435,287
5372,5777
6529,2678
6447,5225
6421,6030
5463,2961
6440,5440
6421,6029
6438,5501
6440,5445
6444,5321
5461,3030
6439,5479
3358,2688
5500,1819
6439,5485
6426,5888
6439,5484
6529,2693
6431,5730
6517,3064
6545,2201
6404,6572
6517,3069
6421,6044
261,399
6531,2641
6424,5957
3380,2015
6432,5708
6555,1894
6429,5804
6429,5811
6421,6059
6536,2493
6559,1779
6414,6279
1322,291
6440,5471
6440,5478
6528,2749
3435,326
6559,1793
266,265
6537,2473
6429,5820
6431,5758
6418,6161
6559,1790
1324,238
3391,1699
3435,334
6440,5484
5465,2940
6435,5644
3355,2818
6436,5618
6437,5586
6447,5276
5379,5617
6447,5280
6436,5621
6431,5776
1294,1182
6445,5341
1243,2764
3435,349
6432,5750
1239,2891
6440,5499
6563,1692
6562,1723
6413,6340
6554,1976
2340,1537
6439,5545
6429,5855
6563,1699
6418,6199
6439,5548
3392,1699
6419,6166
6556,1926
5379,5644
6432,5769
5549,372
6419,6177
6562,1743
6437,5618
6432,5777
6549,2150
6450,5219
6437,5621
1323,317
6414,6340
1294,1217
1242,2830
7613,1937
6447,5314
6536,2555
3351,2993
6440,5542
6447,5324
5497,2004
6421,6134
6440,5545
3393,1699
5382,5579
6551,2107
6524,2944
6414,6354
3358,2787
6427,5957
5475,2700
6447,5335
6435,5706
3351,3010
1303,963
6439,5587
6432,5804
1320,437
6434,5746
3388,1869
6425,6031
6439,5597
6440,5565
6559,1876
3384,1998
3352,2989
6421,6157
6556,1976
6563,1758
3435,424
6419,6228
6421,6166
6528,2847
1276,1822
1166,5234
6528,2852
4320,5769
6436,5709
6431,5864
6537,2577
6436,5708
6445,5428
6440,5583
6427,5986
6431,5868
1248,2700
6436,5712
6431,5867
6439,5618
6440,5587
210,2113
1250,2642
6429,5938
6528,2868
6437,5689
6421,6184
3375,2308
6431,5878
6437,5692
3253,6094
6529,2847
6436,5729
6422,6161
6421,6192
6421,6199
6559,1920
6421,6196
6432,5855
6439,5644
6447,5394
6431,5890
5465,3069
6440,5618
6528,2890
5382,5647
3349,3133
3349,3132
6409,6576
6435,5777
6419,6272
3390,1865
6447,5403
6436,5750
6555,2061
5514,1564
1328,256
3268,5654
6423,6157
1251,2648
6436,5751
6555,2069
3435,482
3282,5225
6535,2686
6447,5419
6421,6225
6432,5888
6535,2694
6421,6228
6423,6166
6527,2942
3378,2259
3355,2977
6423,6177
6438,5709
6440,5654
6447,5437
3264,5803
6419,6302
5380,5744
6529,2898
6559,1966
6555,2097
6554,2128
6424,6161
3355,2997
6423,6196
6440,5669
3368,2599
3435,522
6437,5769
5514,1619
3390,1925
6438,5741
1321,531
3370,2547
6436,5810
5511,1717
6421,6272
6561,1938
6447,5472
1329,291
4319,5908
6423,6225
6447,5479
6452,5330
6423,6228
3369,2599
6439,5730
5483,2604
6567,1767
6413,6540
6435,5864
6432,5957
6440,5709
3391,1925
6431,5986
6438,5769
3435,563
274,250
6437,5804
3403,1556
6437,5811
6437,5810
6441,5686
6447,5499
6455,5250
3282,5314
6447,5503
6531,2899
6439,5750
6528,2991
6444,5601
6429,6066
6556,2128
4320,5908
6440,5730
6528,3005
6536,2756
6439,5769
6529,2979
5505,1954
1288,1609
5491,2387
6447,5524
6455,5275
6439,5777
6439,5776
6453,5341
6440,5750
3349,3265
6437,5842
6431,6027
6438,5809
6447,5536
6421,6340
3368,2681
6440,5758
6590,1105
3374,2503
6561,2015
6559,2075
6529,3011
3282,5363
3390,2015
6439,5804
6421,6362
3370,2637
6567,1835
6440,5776
6563,1963
6573,1652
6438,5844
6445,5625
6554,2252
1331,324
6573,1660
6529,3024
6528,3061
6529,3030
4327,5760
6447,5576
3380,2347
6554,2257
6529,3039
6570,1767
6529,3038
6415,6572
6455,5341
6440,5804
6438,5865
6440,5803
6416,6547
3387,2144
6437,5903
1281,1896
3370,2673
6567,1870
7613,2212
1327,480
1288,1691
6447,5603
6440,5820
6447,5602
3403,1664
6577,1578
6577,1577
6529,3064
6445,5674
3282,5421
1257,2664
5518,1647
6439,5864
3450,217
6537,2825
6435,5986
6447,5621
6437,5930
6456,5341
1266,2390
7613,2240
5497,2306
6543,2648
276,317
6432,6094
6424,6340
3435,697
6556,2252
3282,5443
6556,2257
4320,6035
6439,5888
6431,6134
6440,5855
3451,217
6417,6572
6455,5401
3450,250
6570,1835
6437,5957
6440,5864
6417,6576
6444,5745
6438,5931
6440,5868
2308,2890
6549,2495
6431,6157
6554,2344
6458,5319
6554,2341
3387,2216
6440,5882
3349,3396
2347,1692
6440,5890
1329,489
6431,6166
7611,2360
6579,1588
6556,2305
6570,1870
6458,5341
6558,2241
6447,5689
5380,5995
6438,5965
3376,2588
3435,758
6455,5442
6436,6031
3450,295
6421,6503
7638,1544
6432,6161
210,2435
6562,2136
1332,424
6444,5792
1256,2782
6431,6199
6578,1648
6559,2237
6434,6112
6439,5957
1332,431
6559,2235
3389,2207
3282,5524
6440,5938
3450,322
6427,6340
225,1995
6436,6066
3372,2744
6556,2344
1334,387
6438,6008
3403,1791
6580,1609
6431,6228
3377,2601
6447,5741
6451,5617
3369,2853
218,2230
6571,1894
6429,6302
6447,5749
5489,2678
3391,2181
6563,2150
6447,5746
6430,6279
6421,6557
6437,6066
6556,2376
3392,2158
3386,2345
283,238
6574,1827
3282,5576
6563,2173
3450,370
6562,2202
6555,2418
6421,6572
6587,1433
6421,6576
1339,281
282,281
3378,2611
6559,2306
1256,2862
5515,1908
5522,1692
4329,5904
6464,5266
6455,5544
6563,2201
283,271
5380,6106
3370,2880
6435,6166
3387,2357
6429,6362
3377,2671
3403,1868
6440,6029
6440,6027
5525,1628
3398,2031
6545,2787
6436,6164
3387,2382
6581,1679
6423,6576
6573,1924
2213,6014
3272,5957
3390,2304
6467,5225
6440,6059
3368,2989
5491,2716
3392,2253
6555,2508
5481,3032
1273,2410
6548,2723
3349,3594
6444,5957
6424,6576
3413,1614
6451,5744
1337,437
6431,6362
6455,5618
1266,2640
1301,1556
284,326
3452,424
218,2375
6438,6161
6444,5986
3377,2757
3390,2358
3435,963
6467,5276
6445,5957
5500,2484
6467,5280
6600,1155
6567,2185
286,285
6468,5251
1265,2707
5398,5654
4329,6031
1263,2772
3290,5472
6458,5565
2347,1938
6468,5266
3453,424
6427,6540
6439,6166
5505,2358
6554,2612
6447,5928
3405,1929
1183,5275
3413,1682
1342,349
6558,2495
6561,2400
6440,6157
5491,2809
6561,2405
6567,2218
5507,2311
6555,2597
6439,6192
6440,6161
3390,2405
6567,2222
6440,6166
5500,2537
6581,1792
6439,6199
6467,5335
6440,6177
3370,3041
5572,315
1301,1646
1337,531
276,656
3416,1619
3375,2890
3461,224
5405,5499
5486,2991
288,287
6468,5319
3460,265
6455,5729
3391,2407
6567,2256
6439,6228
3378,2813
3349,3715
5493,2785
3376,2880
6440,6199
6574,2051
6470,5275
7642,1709
6556,2612
5398,5741
6464,5469
6570,2185
3349,3734
3461,265
1327,890
6440,6228
1269,2694
6468,5363
6467,5394
6452,5864
6429,6576
3290,5586
6468,5372
6467,5403
1283,2268
3398,2244
6464,5499
290,289
6570,2218
6570,2222
7611,2718
3435,1107
3380,2812
6455,5792
3271,6192
6451,5921
6585,1767
6468,5394
6555,2695
6464,5515
6468,5398
6458,5706
5535,1550
6453,5867
2359,1708
6440,6272
3451,630
6559,2586
6440,6280
6570,2256
6447,6073
3282,5882
1303,1694
6456,5792
1322,1107
6563,2474
6571,2226
6594,1519
6550,2883
1303,1699
5534,1610
5414,5334
6440,6302
5513,2275
3286,5776
3375,3016
6558,2650
6439,6338
6452,5935
292,291
3460,387
6562,2530
6472,5319
6555,2746
6467,5479
6445,6161
6567,2378
2359,1756
6472,5328
3294,5545
3400,2262
6563,2510
6558,2665
6585,1835
6447,6112
6432,6576
3262,6544
6464,5583
6555,2769
3398,2332
6586,1805
3379,2920
6440,6338
3390,2585
3461,387
3430,1347
6581,1972
6577,2107
7611,2821
6593,1609
6571,2291
6556,2756
3390,2599
6452,5986
4245,8866
2350,2073
5535,1642
6458,5804
6467,5524
3391,2576
6446,6178
6467,5530
3422,1626
3431,1347
3282,5966
6467,5536
6441,6340
6474,5324
6562,2596
6550,2972
3377,3031
3391,2599
6596,1548
3385,2787
4246,8866
5535,1680
6468,5524
6586,1865
6468,5523
6474,5341
1342,604
5500,2782
6462,5730
3403,2259
6458,5864
6558,2763
6569,2422
6458,5867
3349,3947
6573,2311
6445,6279
6468,5566
6468,5565
3390,2681
6555,2871
6467,5603
6467,5602
3416,1881
6458,5888
6596,1609
6571,2384
6455,5980
3453,736
6563,2637
3403,2290
3450,836
6559,2758
6451,6106
6467,5621
3389,2735
253,1646
5513,2424
3469,258
6562,2683
3391,2681
3403,2308
5414,5512
2247,5382
5505,2694
3455,711
6468,5618
6592,1778
6477,5341
6551,3052
3306,5344
2359,1933
290,538
6581,2125
6561,2744
6440,6499
5540,1635
1329,1107
6445,6354
6591,1827
3403,2358
3282,6112
3306,5368
6472,5523
6455,6050
6482,5219
6467,5683
6439,6557
6469,5625
3454,788
6574,2375
6562,2747
2350,2248
7653,1699
6447,6316
3391,2751
6468,5669
6573,2413
3398,2535
6573,2416
6561,2795
3416,1986
5522,2233
6595,1743
3390,2795
3310,5275
6574,2399
3472,258
3289,5931
6556,2962
251,1806
3288,5966
6555,2990
3455,788
220,2772
3428,1627
1351,482
6561,2812
6452,6198
6602,1548
5521,2290
3403,2411
6468,5709
6464,5838
3413,2113
3391,2796
6467,5749
1283,2610
2372,1622
6467,5746
5513,2559
6464,5844
3282,6184
5508,2718
6563,2779
3413,2126
6582,2196
6474,5544
1357,329
2359,2039
1274,2906
3415,2070
3413,2132
6552,3133
6552,3132
6616,1147
1361,215
288,711
6454,6178
6468,5750
233,2425
3399,2587
6574,2466
6555,3065
3413,2160
6468,5760
2360,2037
6559,2945
6559,2944
247,2008
7642,2138
301,334
6602,1609
1361,244
3413,2170
5525,2233
6597,1779
1282,2702
3416,2086
6561,2892
6453,6240
6567,2712
6578,2374
6597,1791
1276,2899
1362,234
257,1722
257,1723
6558,3012
6458,6112
2247,5579
3388,2978
6583,2241
6464,5930
6606,1527
6468,5804
5531,2083
3306,5526
5535,1962
1303,2086
3391,2894
6470,5750
6558,3025
6597,1822
1282,2746
6592,1976
6605,1572
3291,6008
6472,5706
6563,2883
6487,5245
6470,5769
3389,2978
3434,1586
307,219
6472,5712
6585,2218
3305,5592
5540,1850
6470,5792
6562,2942
1349,711
6468,5864
2374,1708
6457,6211
2247,5647
6552,3265
5540,1870
5508,2866
3306,5592
6485,5344
3390,2989
6594,1976
6468,5882
3413,2281
5405,6066
6471,5788
6574,2594
6585,2256
2359,2192
6468,5890
3403,2599
5515,2676
3306,5617
247,2144
5515,2680
284,1000
3391,2989
6468,5903
3415,2244
3433,1688
3296,5935
2374,1756
6563,2972
5543,1828
3393,2947
310,215
6597,1931
6471,5844
3391,3021
6487,5353
6573,2686
7651,2035
5534,2132
3478,329
1361,424
3473,489
6552,3349
1291,2599
6471,5865
3433,1737
6487,5368
5553,1558
6479,5625
6485,5443
6487,5380
3403,2681
6592,2128
6485,5459
6574,2698
6601,1865
7708,315
5517,2706
6462,6178
257,1931
6474,5816
3398,2866
6471,5908
6552,3396
6606,1721
276,1347
6467,6035
3482,271
6601,1892
6473,5867
5527,2424
6473,5864
6470,5957
3480,349
7642,2397
5510,2954
1291,2681
1366,357
1369,265
5535,2190
1281,3001
3318,5392
6578,2640
6603,1865
6487,5459
6470,5986
3413,2450
5525,2518
1370,250
6571,2858
5528,2424
6487,5469
3318,5401
6606,1784
6485,5533
5434,5345
6571,2877
3428,2004
2359,2374
6614,1548
7630,2819
6582,2538
6477,5792
6603,1892
5515,2855
3413,2487
3428,2023
3422,2211
3310,5686
2374,1933
6608,1758
233,2774
6488,5479
3428,2037
7673,1512
6601,1981
1322,1794
6485,5586
6468,6112
3462,1000
6487,5526
6487,5533
6485,5592
6488,5499
2359,2428
6585,2501
12924,2609
6601,2012
1358,711
6574,2853
6485,5617
3403,2857
6592,2305
6494,5341
272,1619
5531,2433
3443,1622
3399,2990
6464,6279
3417,2434
3413,2560
3488,238
1332,1537
6603,1981
6574,2880
5545,2010
3403,2891
6487,5592
1332,1558
2381,1808
6591,2375
5522,2745
318,234
6552,3594
3306,5916
2374,2039
6487,5613
6456,6572
6468,6199
6487,5617
3403,2915
3396,3132
6498,5275
7626,3075
3396,3133
3300,6112
3418,2457
6500,5219
6584,2615
1206,5496
5543,2125
6583,2650
3439,1817
3326,5322
6470,6161
1376,238
6477,5948
6494,5428
6485,5705
3403,2945
6623,1433
6610,1835
1363,654
253,2296
1341,1340
5569,1347
6594,2341
1316,2125
3440,1817
6571,3065
6485,5728
3422,2381
3416,2569
6458,6576
6498,5334
6604,2054
6599,2208
5515,3042
6483,5809
6498,5341
6485,5744
318,317
6578,2866
3403,2989
6606,2001
6591,2466
6483,5821
6467,6316
2359,2590
6502,5234
6487,5705
6595,2356
3450,1548
6485,5774
6502,5247
3404,2993
6578,2908
1322,2002
6487,5733
7638,2819
6502,5266
6578,2910
6552,3715
6502,5275
6487,5744
3450,1588
1332,1710
6574,3052
6552,3734
1377,317
3396,3265
320,319
6470,6279
6501,5323
3405,2993
6485,5818
6502,5295
6485,5821
2374,2192
6596,2379
6615,1795
5429,5792
3318,5706
6613,1865
3318,5709
6487,5774
6504,5247
3451,1588
3450,1622
1345,1344
6602,2219
5441,5440
6591,2573
3442,1891
266,2045
3306,6112
247,2637
6502,5344
2377,2145
6583,2837
6470,6340
7657,2310
6487,5811
5521,2994
6498,5474
3492,357
6487,5821
6498,5479
1336,1660
6487,5818
245,2718
6504,5295
3436,2101
6606,2140
5444,5392
3396,3349
6474,6240
3428,2360
6578,3014
5563,1710
6498,5499
3413,2831
6485,5905
6494,5625
6487,5842
3492,387
6488,5816
1303,2712
6498,5512
3491,424
6581,2943
6582,2910
6485,5916
6485,5921
6504,5337
1383,250
3413,2856
6592,2612
3413,2859
1370,656
3295,6518
6504,5344
6601,2337
3450,1716
6580,2993
6501,5442
5540,2467
6595,2530
6498,5544
6487,5886
3413,2884
3445,1892
6586,2829
6487,5905
6504,5380
325,324
6487,5916
3482,772
1206,5792
6591,2698
7645,2792
1381,372
6615,1958
2374,2359
6485,5995
1299,2920
5556,2029
327,289
1384,291
3415,2866
6498,5598
6607,2218
3482,794
6485,6008
6485,6014
6501,5523
5545,2390
257,2482
2377,2303
6498,5621
6552,3947
3491,536
6603,2375
6504,5443
6502,5512
3413,2964
6506,5392
6502,5515
6502,5523
1374,651
328,315
320,563
6487,5995
2374,2428
6491,5876
5553,2187
6610,2185
3433,2377
6487,6008
1385,334
2275,5513
1370,802
6487,6014
3417,2882
1373,711
6501,5590
321,563
1384,379
3338,5344
245,2922
5545,2461
6605,2375
6597,2621
3450,1877
6502,5576
6504,5513
5438,5792
6607,2325
3445,2044
6597,2641
6498,5709
2359,2948
7642,3020
5567,1808
6504,5529
3416,2954
7645,2925
3432,2457
5540,2656
6588,2942
330,329
1303,2935
2390,2010
3322,5888
3396,3594
3300,6576
1390,250
