award_1,award_2
3251,6519
7482,6431
1139,6455
7482,6429
7484,6374
7484,6373
7483,6404
7484,6372
1135,6584
7483,6402
7482,6440
7484,6375
7483,6413
1140,6435
7484,6381
3255,6408
3254,6439
5367,6476
7484,6385
3251,6534
3222,7436
7483,6421
7483,6419
1106,7499
3255,6417
5370,6385
5366,6510
3254,6450
3255,6421
7484,6391
7484,6396
1140,6453
3254,6456
3221,7478
5369,6425
7484,6402
3254,6457
7483,6431
5367,6491
7484,6404
7479,6558
7483,6440
1139,6498
3255,6439
7484,6413
3221,7501
7484,6421
1140,6476
3254,6477
7484,6419
7479,6578
7484,6429
5368,6487
5372,6369
1138,6549
5372,6370
3255,6458
3221,7515
7484,6431
7483,6468
7484,6437
1144,6369
3254,6496
5372,6372
7452,7434
1142,6433
5372,6375
7484,6440
1140,6502
3255,6477
3222,7501
3222,7509
5372,6402
7484,6464
3259,6369
7484,6468
7486,6405
3259,6377
1145,6377
1144,6411
5372,6418
5367,6573
5372,6419
1109,7503
3228,7352
3221,7571
1144,6426
5372,6431
7482,6558
7486,6433
3260,6369
1144,6431
1141,6530
5372,6440
7457,7347
7486,6448
1144,6446
7457,7355
7482,6578
1142,6513
7455,7419
7482,6582
3255,6549
3260,6394
3254,6580
7486,6463
3259,6426
3261,6367
1143,6489
7489,6375
3259,6431
7489,6374
7488,6405
7489,6373
7483,6558
7486,6465
7489,6372
3261,6370
5373,6438
1144,6463
5372,6468
7486,6476
1116,7335
7486,6475
1142,6530
7489,6381
7486,6478
7489,6385
1144,6473
7486,6484
3261,6385
3259,6446
3254,6601
3261,6387
3228,7412
3258,6481
7453,7509
5340,7475
1143,6512
5371,6514
7483,6578
1143,6513
3261,6390
3255,6578
3260,6426
7489,6396
7484,6558
7489,6402
7488,6433
3254,6613
3261,6399
3254,6615
3260,6431
7489,6404
3261,6407
1143,6530
7489,6413
7489,6419
7486,6510
7488,6448
7484,6578
7489,6421
5370,6573
5376,6387
7486,6520
3228,7444
3229,7412
1144,6513
7489,6431
7486,6523
3261,6426
7488,6465
3257,6552
1145,6489
1144,6520
1115,7419
5339,7546
7488,6463
3263,6373
7457,7434
7486,6534
1144,6529
7489,6440
7486,6533
7488,6478
1149,6377
7488,6476
5346,7341
7488,6475
3260,6473
1145,6504
1147,6446
7488,6484
3259,6512
1145,6512
5376,6426
3261,6452
908,13860
7486,6553
7491,6405
7492,6374
7492,6373
7492,6372
1145,6523
1147,6462
1147,6463
1147,6465
7489,6468
7492,6375
5340,7557
7492,6381
3264,6378
1145,6530
7488,6510
7492,6385
3264,6379
5346,7373
5378,6388
1149,6416
1147,6478
3264,6388
5377,6426
7492,6396
7488,6520
7492,6402
7491,6433
7488,6523
3264,6397
5379,6373
7492,6404
1150,6400
7488,6534
3264,6404
1149,6433
7488,6533
5346,7400
7492,6413
5346,7407
7491,6448
5379,6385
3264,6414
7492,6421
5346,7412
7492,6419
3262,6481
5379,6390
3230,7475
3264,6421
7488,6553
7492,6429
5375,6519
7491,6465
7491,6463
5379,6398
7492,6431
7492,6437
5376,6502
5374,6561
7492,6440
5346,7429
5379,6412
7491,6476
7491,6475
3259,6597
7463,7347
1116,7497
1149,6475
7491,6478
7491,6484
1150,6448
1149,6484
3263,6491
1149,6489
7489,6558
7492,6464
5380,6400
5346,7460
7492,6468
7492,6467
5379,6435
7495,6379
1148,6530
1153,6377
7491,6510
7489,6578
3267,6386
7491,6520
1150,6485
3264,6487
7491,6523
3267,6397
1150,6487
3230,7546
1151,6460
1149,6523
7491,6533
1118,7487
7496,6379
7491,6534
3264,6504
7495,6418
3261,6605
3267,6418
7495,6423
3267,6420
7491,6553
5379,6487
3261,6610
1149,6548
3264,6519
5383,6369
5379,6491
1147,6616
1150,6523
3233,7487
5346,7518
949,12758
7463,7434
7496,6418
1120,7465
5379,6510
3263,6573
7496,6423
1151,6513
5380,6487
5378,6550
7492,6558
7498,6372
5384,6373
1150,6553
5384,6374
7498,6375
7498,6374
5384,6372
7498,6373
5378,6563
5384,6375
3267,6468
5384,6381
3268,6440
3264,6563
5384,6379
5380,6504
7498,6381
5346,7558
5384,6385
7498,6385
7492,6578
5379,6543
7498,6396
3264,6578
1150,6575
7498,6404
5384,6402
3265,6552
7498,6402
1152,6521
5383,6431
1120,7521
7495,6509
7498,6413
5378,6598
7498,6419
5379,6573
7468,7347
5384,6421
7498,6421
3233,7569
3264,6608
7468,7355
5379,6584
7498,6431
3266,6552
1157,6394
7498,6429
5384,6431
5383,6462
5379,6586
3272,6369
7498,6440
7498,6437
1153,6530
3272,6378
5384,6440
7496,6509
5379,6605
3271,6421
1154,6513
7467,7419
1120,7569
7498,6464
7498,6468
7495,6561
3272,6404
7495,6563
3267,6563
3272,6410
7466,7465
7470,7347
3272,6411
3272,6414
1158,6412
7470,7355
3270,6481
3237,7509
3267,6578
3272,6426
1157,6455
7502,6372
3269,6523
1158,6428
7502,6375
5388,6374
3272,6431
7502,6374
7502,6373
7468,7434
7496,6563
7502,6381
5388,6380
7502,6385
3272,6445
5388,6389
7502,6391
3267,6604
7502,6396
3273,6425
3273,6426
7502,6404
7502,6402
5388,6400
1158,6460
1157,6493
5388,6403
5389,6373
3270,6532
5388,6408
1157,6502
7502,6413
3272,6473
1155,6566
7502,6419
7472,7347
1158,6476
7502,6421
5388,6423
7472,7355
7502,6431
7498,6558
3272,6494
7502,6440
7504,6377
5383,6593
3245,7335
7502,6437
3275,6404
7470,7434
7473,7347
3275,6411
3275,6410
3275,6414
1155,6600
7473,7355
7498,6578
1158,6513
5388,6458
3275,6426
7502,6468
3275,6431
7504,6405
3272,6526
5390,6407
1156,6587
5388,6470
1158,6528
3272,6529
3246,7335
3273,6502
7474,7347
7504,6416
3275,6445
1157,6571
7474,7355
7504,6433
1162,6426
7505,6401
7505,6406
7472,7434
5391,6407
7504,6446
7506,6384
1156,6623
3275,6473
7504,6448
3272,6571
7506,6390
5392,6394
7506,6395
5354,7569
7506,6393
7504,6462
7504,6465
3273,6555
7504,6463
1127,7546
3275,6494
3245,7429
7473,7434
7506,6410
7507,6379
7504,6478
7505,6447
7506,6415
7504,6476
7504,6475
7505,6444
7504,6484
7506,6422
5392,6425
7504,6489
7505,6458
3274,6549
7508,6367
7502,6558
5394,6376
3275,6529
3246,7429
7474,7434
5394,6378
3274,6563
7504,6510
7504,6508
7507,6418
3280,6387
7507,6423
7502,6578
5356,7568
5394,6395
1162,6513
7504,6520
5394,6397
7508,6399
7504,6523
7504,6534
7504,6533
3280,6407
7506,6474
3274,6598
7504,6541
3281,6384
7508,6426
7504,6548
7504,6553
3280,6426
7476,7419
5393,6462
3246,7481
1166,6426
7506,6494
3282,6372
5394,6434
3279,6468
5392,6506
5396,6382
7508,6445
5394,6447
7504,6573
7479,7347
7506,6516
7508,6454
7479,7355
5392,6516
7508,6459
3281,6426
7510,6401
5397,6369
5394,6467
5394,6468
7510,6406
3282,6403
7508,6473
7511,6379
3251,7368
7507,6509
5393,6504
3276,6599
3282,6421
3245,7568
7506,6550
5396,6429
3245,7572
7508,6491
3245,7574
5398,6372
3282,6429
7508,6501
7510,6444
7510,6447
1166,6502
3277,6599
5398,6382
7508,6513
7508,6512
7511,6418
3282,6447
5398,6392
7511,6423
3246,7568
3278,6575
7510,6458
3246,7572
3246,7574
7508,6525
7508,6530
5398,6404
1138,7390
5398,6402
7513,6379
7507,6563
5398,6409
7479,7434
5397,6446
7482,7347
5399,6382
1167,6513
3282,6485
7514,6372
1138,7417
1170,6426
5397,6463
5398,6429
7514,6375
7514,6374
3283,6465
7514,6373
5398,6440
5398,6437
5394,6561
1138,7431
7514,6381
7513,6418
7483,7347
7514,6385
1138,7436
7513,6423
7514,6396
7483,7355
5399,6429
7514,6404
7514,6402
5394,6586
5398,6468
3284,6465
5398,6471
5399,6438
7511,6509
1138,7461
7514,6413
7514,6419
1137,7497
7484,7347
7514,6421
3256,7352
7484,7355
1135,7569
7514,6431
5397,6520
7514,6429
1172,6426
7516,6374
7516,6373
7516,6372
3288,6369
5395,6590
7516,6375
7514,6437
968,12758
7516,6381
7482,7434
7516,6385
3256,7373
3256,7376
3288,6384
7516,6396
5401,6425
7516,6402
7514,6468
7516,6404
5367,7487
7517,6379
7511,6563
7516,6413
7483,7434
7513,6509
7516,6421
3289,6384
7516,6419
3256,7412
5401,6455
3289,6388
1171,6513
7516,6429
3288,6426
5403,6395
3256,7417
7516,6431
3289,6398
7484,7434
3289,6404
7516,6440
3256,7429
7517,6418
7517,6423
5366,7569
3256,7450
3289,6426
3285,6552
7513,6563
5398,6591
5403,6434
3290,6403
5404,6410
3289,6445
5403,6447
5367,7569
3253,7568
3289,6455
5405,6397
7514,6558
3291,6403
5403,6467
7489,7347
3288,6504
5404,6446
3109,12055
5405,6418
3290,6447
7489,7355
5405,6422
5404,6454
3289,6483
5405,6420
5402,6519
3289,6485
3109,12069
3289,6488
3109,12074
3289,6494
3289,6498
5400,6598
3289,6504
7517,6509
3286,6599
3293,6384
1176,6478
1177,6449
5407,6391
3290,6485
1174,6546
7516,6558
3257,7519
5405,6468
3256,7560
3287,6599
7516,6578
3294,6385
5406,6455
5404,6517
3291,6485
3256,7574
3293,6426
1179,6426
1176,6520
7517,6563
5403,6561
7517,6561
3292,6465
7489,7434
7523,6379
1176,6530
3257,7560
7492,7347
1181,6387
1177,6514
7492,7355
3265,7322
3296,6370
1179,6460
5410,6370
5410,6373
3296,6373
1150,7368
3264,7373
3264,7376
5410,6387
3294,6448
7523,6418
3296,6385
3296,6387
7523,6423
3296,6390
5409,6426
5405,6549
3296,6393
3263,7419
3297,6367
3296,6399
1183,6367
3297,6371
1183,6370
3297,6373
1183,6373
3259,7557
3292,6533
3297,6380
3297,6385
3297,6384
1183,6385
3264,7412
1179,6513
3297,6390
3296,6426
1183,6393
3297,6396
3297,6399
3265,7390
1183,6398
5412,6373
5410,6435
1183,6399
7492,7434
7526,6379
3296,6435
3264,7429
3263,7465
5405,6604
3296,6452
3264,7444
3069,13489
3265,7412
3297,6423
3297,6425
3265,7417
3297,6426
3266,7390
1183,6426
7523,6509
3264,7465
3263,7499
3267,7375
3297,6444
7526,6418
7526,6423
1182,6481
1183,6452
3297,6455
1183,6455
3266,7417
3296,6487
1182,6493
3265,7459
3300,6374
3265,7461
3300,6376
3296,6502
7528,6379
3300,6380
3300,6379
3300,6381
1182,6505
1182,6511
3300,6389
3300,6396
1183,6487
3264,7515
1184,6463
7523,6563
3267,7429
3266,7459
3297,6498
3300,6408
1183,6498
3266,7461
1182,6532
3297,6502
7528,6418
1183,6502
7498,7347
3118,12053
5415,6385
5410,6543
1182,6538
1182,6539
1184,6478
3300,6417
1182,6542
7498,7355
3298,6481
3296,6543
3263,7569
7528,6423
3300,6421
3300,6424
3266,7478
5414,6425
7530,6372
1186,6426
7530,6375
7530,6373
7495,7465
7494,7493
3264,7556
3300,6439
3264,7555
3264,7557
3302,6384
7530,6385
7526,6509
3299,6481
1184,6513
1150,7567
3297,6548
5415,6426
3300,6458
1184,6517
3301,6426
7530,6404
3296,6584
7530,6402
3296,6586
1189,6367
5410,6586
3296,6588
1183,6555
1184,6525
7496,7465
7530,6413
7530,6419
1189,6385
3296,6603
3296,6605
1185,6513
3302,6426
7530,6431
3266,7544
7530,6429
5418,6369
7530,6440
7526,6563
7495,7524
1187,6463
3297,6588
3267,7521
1183,6588
7494,7553
5414,6498
7494,7559
7498,7434
7494,7558
3299,6532
7528,6509
7494,7562
7532,6401
1189,6426
7530,6468
7532,6406
3274,7329
7533,6379
7496,7524
5418,6411
7502,7347
5418,6414
3301,6510
7502,7355
3274,7352
1187,6513
3303,6455
5418,6425
5419,6395
1186,6548
3305,6403
7534,6379
7528,6563
3300,6561
7532,6444
3271,7465
7533,6418
3274,7373
5418,6445
7532,6447
7533,6423
3276,7315
7532,6458
1186,6573
3274,7383
3300,6580
3303,6488
1189,6491
3306,6403
3300,6591
3303,6505
1192,6410
1192,6411
7534,6418
5419,6447
3300,6601
7534,6423
3274,7412
3307,6388
3306,6421
3300,6613
3307,6398
7530,6558
3274,7423
3274,7426
1192,6431
5418,6500
3274,7429
7502,7434
3274,7431
5418,6502
3306,6447
7530,6578
3305,6485
3274,7447
3274,7450
5418,6529
3277,7366
5418,6536
7533,6509
1192,6473
3309,6384
1189,6573
1191,6513
3274,7478
3306,6485
5422,6426
7537,6401
3310,6367
5424,6374
7537,6406
3276,7426
5424,6372
1158,7550
5424,6381
5424,6379
1190,6565
3310,6384
7534,6509
3310,6385
3274,7501
3274,7503
3310,6387
3310,6390
3275,7475
3274,7509
3309,6426
7539,6373
5424,6402
7539,6372
3274,7515
7533,6563
7539,6375
7539,6374
7539,6381
7539,6385
7537,6447
5420,6535
7537,6444
3307,6504
5423,6448
5424,6418
1190,6598
5424,6421
5423,6452
5418,6611
5422,6487
7539,6396
7537,6458
1193,6513
3277,7446
5424,6429
3310,6426
7539,6404
7539,6402
7534,6563
7534,6561
3277,7458
7539,6413
7540,6379
7539,6421
7539,6419
3310,6452
7539,6429
1194,6513
3277,7481
7539,6431
7539,6437
3275,7546
5425,6441
7540,6418
7541,6384
7541,6390
7504,7535
3282,7347
7541,6395
7541,6393
7505,7509
7540,6423
7508,7419
3282,7355
5428,6369
7542,6372
1198,6426
5428,6367
7542,6375
7539,6468
7542,6374
7542,6373
7507,7465
7541,6410
7541,6415
3310,6502
7542,6381
5428,6385
3276,7560
7542,6385
5428,6390
7541,6422
5428,6387
1200,6385
7542,6396
1200,6387
1196,6513
5428,6392
7542,6404
7542,6402
1198,6460
5428,6404
5429,6373
5428,6414
5429,6387
3277,7560
5429,6385
1197,6510
7542,6421
7542,6431
7542,6429
7507,7524
7541,6474
5428,6445
3282,7434
7540,6509
3313,6481
1200,6448
1198,6513
5429,6425
7541,6494
7542,6468
1200,6460
5431,6373
7539,6558
3311,6563
5430,6412
3317,6379
7514,7347
3310,6603
7514,7355
3310,6605
3314,6481
5429,6452
7541,6516
5429,6453
5428,6494
3318,6370
7540,6561
7511,7465
3318,6373
7540,6563
3312,6563
3311,6598
5426,6569
3318,6384
3286,7378
3318,6385
5397,7475
3318,6387
5428,6517
3317,6421
7541,6550
3285,7412
7510,7509
3311,6608
3318,6393
1199,6548
3318,6398
5427,6556
3318,6399
3282,7520
3285,7429
5429,6502
3317,6439
7516,7347
3318,6417
3287,7378
3318,6421
7516,7355
3318,6426
3318,6425
1204,6426
3320,6367
7542,6558
3282,7547
3317,6465
7511,7524
1206,6370
3318,6435
1206,6373
3285,7461
7513,7465
7514,7434
3318,6439
3317,6472
1201,6537
1206,6384
5431,6484
7542,6578
3282,7568
3287,7412
7542,6582
3318,6455
5433,6425
5397,7546
1206,6393
3286,7454
3286,7456
1206,6399
3287,7426
3317,6496
3320,6407
1206,6407
7549,6380
3315,6575
5433,6455
5434,6425
3286,7481
1205,6459
1204,6491
7516,7434
3318,6498
1206,6435
7513,7524
7549,6408
1207,6407
3321,6411
3286,7499
1205,6476
3320,6452
3320,6453
1206,6452
3320,6456
1206,6453
5431,6553
5433,6488
3321,6426
3321,6431
3323,6369
1206,6461
3286,7522
7551,6380
3286,7527
7548,6486
5437,6395
1205,6513
3318,6548
3321,6454
3322,6426
1206,6488
1208,6426
3320,6491
5438,6369
3321,6462
7551,6408
3320,6498
3323,6404
7517,7465
3286,7555
1210,6377
3323,6411
3323,6410
5437,6418
1204,6573
3286,7567
1205,6548
3323,6426
1209,6426
3322,6460
3323,6431
3318,6586
1205,6553
3323,6430
1208,6463
3320,6527
7548,6531
5438,6411
3323,6441
5438,6410
5437,6447
5439,6385
3322,6476
5438,6414
5439,6389
3323,6446
5433,6573
1206,6543
3320,6548
1209,6453
5438,6426
5438,6431
3322,6491
5438,6430
5440,6373
5440,6374
1206,6555
5407,7394
5440,6375
5438,6441
5438,6445
5434,6573
5433,6610
1212,6398
1206,6586
3323,6494
5441,6373
7548,6597
5407,7431
5407,7436
5438,6473
5440,6419
3320,6605
3323,6517
7548,6622
5442,6372
5440,6431
5438,6494
1208,6555
3122,12758
7548,6624
3323,6529
5440,6439
5440,6440
5438,6502
1210,6512
5437,6550
5438,6517
5443,6368
5439,6491
3145,12072
5438,6526
3323,6559
3123,12758
1210,6530
1208,6597
5407,7503
1211,6513
5410,7419
3328,6426
5443,6400
5443,6398
5443,6403
7523,7465
5442,6437
5443,6412
1212,6502
5441,6476
5442,6455
5441,6487
3327,6484
1211,6553
5445,6374
1214,6463
3325,6565
3327,6505
3296,7465
5439,6573
5445,6385
5445,6391
5444,6425
5446,6367
3293,7572
3330,6428
5412,7419
1216,6426
3327,6523
3294,7550
3325,6589
7523,7524
5445,6404
1012,12758
5442,6501
5445,6418
5445,6419
5446,6385
5443,6485
5446,6390
1214,6513
3301,7355
3330,6455
5445,6431
5447,6369
5441,6553
1216,6463
1214,6525
5446,6407
5443,6504
5412,7465
5445,6440
5447,6378
7526,7465
7561,6380
1219,6377
1219,6378
7530,7347
1216,6478
5441,6573
7530,7355
3326,6608
1219,6388
3330,6488
5446,6426
5442,6555
3333,6397
5447,6404
3330,6498
1219,6404
7561,6408
5447,6414
1219,6414
5264,12092
3333,6418
1217,6481
3296,7567
3333,6420
1216,6513
5447,6426
7526,7524
1217,6493
1216,6525
7528,7465
1216,6529
1190,7336
5447,6445
1217,6505
1219,6446
1217,6511
3328,6608
5448,6426
7563,6401
5450,6370
1219,6462
1220,6433
7563,6406
3333,6468
7530,7434
7564,6380
1217,6532
3329,6599
5449,6412
1190,7373
1217,6538
5450,6385
1215,6600
1217,6539
1217,6542
1219,6489
5447,6494
5451,6370
7564,6408
7528,7524
7563,6444
1218,6530
7563,6447
5451,6387
5447,6517
1190,7415
3336,6426
7563,6458
3337,6400
3338,6369
5447,6526
3337,6417
3338,6388
3335,6481
5449,6487
3338,6394
5451,6426
3338,6398
1189,7487
1220,6530
3338,6410
3306,7404
1222,6475
5451,6457
1221,6513
3338,6426
3338,6428
5453,6403
3336,6491
3333,6589
3337,6465
5447,6596
7533,7465
3335,6532
3306,7434
5453,6412
3336,6510
1189,7531
7532,7509
3338,6455
1225,6425
1225,6426
5451,6491
1189,7547
1021,12758
5451,6502
3338,6473
1044,12054
3338,6483
1225,6453
1189,7569
3338,6488
1225,6455
3338,6498
7533,7524
3337,6533
1223,6530
7539,7347
5420,7500
3308,7440
1228,6388
7539,7355
1224,6513
3311,7352
5454,6459
5457,6367
7534,7524
5455,6440
3311,7373
5457,6387
5451,6573
5457,6385
5457,6394
3343,6394
5420,7544
1192,7546
1225,6530
5456,6449
3344,6384
3344,6387
5454,6513
3306,7568
3311,7412
5457,6425
1228,6455
3338,6596
7539,7434
3308,7525
5454,6548
7537,7509
3311,7444
3344,6426
5454,6553
1230,6431
1228,6493
3308,7553
5459,6412
3308,7558
3308,7559
5456,6514
1232,6384
1228,6513
5457,6488
3312,7450
1230,6462
1233,6371
7540,7465
5460,6425
1232,6426
3311,7515
7542,7434
3342,6565
3347,6412
3344,6510
5462,6385
5459,6485
5425,7536
1230,6513
5461,6426
5460,6455
5459,6487
5457,6555
3312,7515
1231,6498
1231,6504
5463,6390
1231,6513
3344,6548
5460,6488
3312,7544
1233,6459
5463,6407
3312,7553
3312,7558
3350,6384
3349,6418
5465,6367
5463,6426
3345,6550
1233,6491
3351,6370
3351,6373
5464,6404
3348,6465
5465,6387
3351,6385
5465,6385
5465,6390
3351,6387
1233,6510
3350,6426
3351,6394
3351,6399
3351,6398
3345,6589
5465,6407
5464,6446
3352,6384
5460,6571
5466,6395
1234,6513
5465,6426
3345,6608
3351,6425
5465,6425
1233,6548
3351,6426
5465,6435
1239,6369
1033,12758
1239,6378
1232,6597
1239,6384
5460,6610
1233,6573
5465,6453
3351,6452
3352,6426
5466,6434
1239,6404
1235,6534
1239,6411
3351,6487
5462,6584
1235,6548
3351,6491
3349,6552
5465,6498
1239,6431
3355,6379
3351,6502
1205,7497
1239,6446
1239,6454
1239,6455
5434,7487
1239,6462
1242,6373
3325,7341
1239,6473
3355,6424
5471,6372
5433,7550
3355,6434
5471,6374
1205,7550
5471,6375
5471,6381
5471,6379
3325,7373
5471,6385
3355,6447
3351,6573
1243,6385
3324,7412
3326,7352
5470,6428
1239,6517
1239,6520
5471,6404
5471,6402
5469,6464
3355,6467
5466,6561
5468,6500
1239,6529
3353,6534
3326,7373
3358,6384
1243,6412
5471,6421
3358,6385
5469,6487
3325,7412
5434,7569
3325,7415
5471,6423
3325,7416
7548,7575
5471,6431
3355,6496
5471,6440
3325,7429
3358,6407
5468,6536
5470,6483
1245,6385
3326,7412
3328,7352
5472,6429
3358,6426
5472,6438
3325,7460
3328,7373
3353,6600
5472,6447
1239,6602
1242,6510
3358,6453
3322,7569
5441,7419
5468,6593
3359,6442
3354,6600
3325,7500
3328,7412
1243,6510
3355,6575
3328,7416
1245,6453
3331,7325
3329,7388
5474,6436
3329,7394
3355,6591
7554,7493
3328,7429
3362,6386
3356,6575
1244,6513
1243,6548
3325,7544
3326,7515
5439,7547
5473,6498
3329,7426
1249,6373
3356,6595
1249,6385
3332,7352
1245,6513
5477,6398
3358,6549
5474,6498
7554,7553
7554,7559
7554,7558
3358,6563
7554,7562
3332,7373
3332,7376
3363,6420
7592,6396
3329,7478
1250,6397
3328,7515
5479,6374
3334,7336
5475,6498
1249,6435
3334,7341
5479,6382
5479,6389
5478,6418
5479,6387
3331,7440
3332,7412
1250,6418
1216,7475
5479,6397
3359,6578
5479,6395
3361,6523
3329,7518
5479,6409
5478,6440
5478,6438
1248,6498
3334,7373
5479,6415
5477,6487
3333,7412
3332,7448
3362,6519
1219,7419
5479,6436
3333,7427
3333,7426
3334,7398
3182,12112
3334,7400
1222,7335
5479,6439
3360,6599
5479,6447
3332,7469
3334,7412
3366,6420
1249,6510
3362,6548
3332,7477
3333,7451
1254,6367
5476,6561
5479,6467
1048,12758
1254,6373
5481,6411
3334,7429
3362,6563
1216,7557
3333,7469
3368,6384
1222,7376
1254,6385
1254,6387
3367,6420
5479,6488
3362,6578
1254,6390
3363,6549
3333,7478
3363,6550
5479,6498
3331,7553
7597,6376
3363,6563
5482,6412
7597,6381
7597,6380
3331,7559
3331,7558
3369,6384
3363,6578
3368,6426
7597,6396
5483,6400
1254,6426
1250,6550
3333,7515
3370,6367
5484,6373
3370,6370
5447,7521
5482,6433
3370,6371
3370,6373
5484,6381
1250,6563
3332,7558
3363,6598
3332,7559
3370,6385
7592,6582
1254,6452
7597,6424
3129,13865
1250,6578
3363,6612
3369,6426
3370,6398
5450,7456
3370,6399
3334,7515
7597,6439
1257,6370
5485,6373
3370,6403
1257,6373
5449,7499
1219,7555
5481,6504
7597,6444
3341,7315
5485,6385
5484,6421
7563,7509
5484,6419
3129,13891
3334,7538
3333,7571
7597,6457
3370,6426
3370,6425
3366,6552
3334,7544
5485,6402
3371,6398
5484,6431
1254,6491
7597,6470
3370,6435
1254,6498
5484,6439
5484,6440
1254,6502
3368,6510
3342,7315
7598,6449
5483,6485
5485,6421
1256,6455
1257,6425
3372,6400
5486,6404
5485,6439
1254,6527
5486,6414
3373,6386
1256,6478
1255,6513
3371,6455
3370,6487
5450,7547
3373,6397
7597,6527
5482,6553
3374,6370
3372,6434
3370,6498
3374,6373
3370,6502
5487,6411
1222,7556
5484,6509
1222,7557
5486,6445
3374,6384
5482,6573
7598,6514
3374,6387
1260,6386
1254,6573
5486,6455
1253,6606
3342,7386
3342,7394
1256,6525
1257,6498
7598,6537
3371,6504
5451,7569
1254,6605
3374,6426
3370,6555
5486,6494
3342,7426
3376,6374
3376,6379
1261,6411
3376,6381
7597,6607
3375,6417
5488,6453
3375,6421
5489,6426
3345,7352
5486,6517
7597,6613
5491,6369
1261,6426
3370,6584
3370,6588
3376,6405
3375,6439
3376,6408
1258,6530
3345,7373
5488,6476
3377,6385
3339,7567
1263,6387
3346,7352
3376,6421
5487,6520
3376,6424
3376,6423
5486,6555
3345,7388
3378,6367
5491,6404
3376,6439
5491,6410
5491,6411
5486,6571
3346,7373
3342,7500
5491,6414
3377,6417
3378,6385
3378,6387
3377,6421
3378,6390
3345,7412
5454,7569
3377,6425
5491,6426
3377,6426
5491,6431
5493,6369
1233,7360
3376,6465
3345,7429
5491,6445
5491,6446
5490,6477
3346,7407
3346,7412
3377,6452
1263,6452
3377,6455
3373,6578
3378,6426
3378,6425
3377,6465
3376,6496
3380,6374
5493,6410
1266,6373
5493,6411
3346,7429
5491,6473
1266,6385
3378,6452
1262,6513
3377,6487
5492,6455
5495,6368
3380,6396
3379,6426
5493,6431
1265,6426
5493,6428
5490,6528
5491,6497
5491,6494
1265,6431
3375,6561
3377,6498
1235,7368
3377,6502
1260,6598
1260,6599
1265,6446
1267,6385
5491,6517
1265,6454
5494,6426
5493,6462
3345,7515
3377,6523
5491,6529
3380,6434
1265,6462
5491,6526
3345,7518
5492,6504
5493,6473
3380,6444
1265,6473
1265,6475
3344,7569
5494,6454
3349,7417
3376,6579
3346,7518
3376,6591
3380,6467
5462,7465
1265,6520
3377,6588
5497,6411
3346,7559
7611,6418
5497,6426
5497,6430
3384,6397
3380,6521
7613,6374
5499,6371
5499,6382
1268,6476
3385,6384
5464,7475
1233,7569
7611,6468
7613,6405
3380,6561
7613,6423
3383,6481
5499,6425
1268,6513
3385,6426
5465,7487
3387,6369
1266,6584
5499,6436
5501,6372
5499,6440
3387,6378
3386,6412
5499,6447
1266,6603
3387,6388
5499,6464
7613,6470
5496,6559
3387,6404
1273,6404
1269,6530
1269,6535
7612,6514
3387,6414
1273,6414
1274,6385
1268,6573
5499,6488
1270,6513
3147,13862
1273,6426
3387,6431
5501,6438
3388,6403
5499,6498
7615,6449
1274,6412
1273,6446
3351,7569
3382,6608
5500,6487
1273,6454
7617,6396
1242,7419
3387,6462
1273,6462
3390,6372
