derivationally_related_form_1,derivationally_related_form_2
13598,7056
31770,33549
1017,3861
24021,11647
4169,37231
11416,9175
15019,28555
31628,37970
8511,33702
5292,2425
4300,33180
13599,7056
14795,35517
17352,21795
2944,9684
741,12444
11139,17791
14768,36365
15768,5364
30451,8934
36733,10791
27910,22166
25614,27831
32038,25314
34311,20360
4175,37093
25735,24096
24235,5063
12603,37963
742,12445
16912,35461
9563,1153
28232,12239
38132,33032
19471,21681
28233,12200
30625,3587
3,35377
3002,7943
4949,13128
11498,6726
11672,1331
19261,28209
4480,27678
25526,30627
30218,16246
19764,12640
59,33662
24212,5823
27481,35554
10788,28751
13370,14248
29810,28883
6357,35041
10788,28750
30292,13940
32449,12638
19802,11476
29655,33715
28436,5963
15224,22311
29943,24781
2356,28011
28436,5962
11673,1331
12740,33788
15350,18427
30621,3780
24147,7871
10836,27298
10505,37559
13088,23017
25371,35450
13737,2896
17259,24784
28576,1656
17371,21335
11702,455
17827,7191
31835,31691
13700,4080
23967,13470
25526,30677
9211,12164
2056,37366
13382,13934
29781,29875
17756,9430
931,6717
15371,17829
19733,13672
19654,16121
11636,2552
2042,37817
21628,20484
25617,27896
34923,1567
9405,6186
724,13150
10690,31887
21419,26979
35856,38161
25320,37122
21554,22798
36603,15011
28337,9124
1087,1913
13041,24552
31826,32033
6383,34352
6466,31779
17282,24170
9031,17804
4783,18414
2826,13554
23324,33467
2535,22581
17468,18419
29959,24415
17558,15624
33802,36342
10574,35539
7119,11576
28576,1765
367,24281
21,35009
5304,2313
7230,8148
8862,23087
21791,15515
25284,38295
11703,565
5030,10814
13542,9087
12901,28958
9199,12659
8808,24781
38247,29694
32814,1486
21874,12972
13348,15125
855,9194
28413,6869
32656,6409
8849,23521
30444,9443
31769,33905
7198,9169
34290,21274
12739,34024
13289,16975
9188,13032
36405,21284
23774,19623
11589,4138
18992,36798
19011,36194
27501,35155
4160,37832
34343,19681
7056,13598
8950,20414
30029,22347
7056,13599
17381,21216
29549,37220
2477,24488
8934,20927
32503,11202
25981,16774
15604,10771
2644,19330
32469,12245
22226,2123
37981,37982
29781,30064
36510,18047
28061,17850
2431,25939
22053,7488
30593,4889
26439,2587
25719,24907
17880,5769
32001,26772
4985,12311
9216,12218
34943,1134
19780,12428
6814,21150
5008,11600
4965,12938
19582,18557
19703,14809
13819,610
9489,3780
6739,23492
37982,37981
2922,10750
8526,33630
11480,7594
13121,22257
17397,20775
23739,20785
4244,35317
22072,6945
31929,29059
1146,287
36310,24331
6738,23547
32196,20777
13466,11592
11027,21658
21534,23640
32848,588
830,10096
24023,12021
24310,3121
10959,23776
4464,28522
9033,17959
34165,25280
19644,16688
23740,20785
28115,16255
15449,15679
17348,22348
4300,33611
23915,15385
10556,36283
5196,5839
4278,34298
32100,23787
29952,24837
17398,20817
5340,1393
7199,9300
19813,11491
1091,2041
32290,17936
19777,12616
32372,15393
13805,1136
30457,9216
9093,16135
15758,6125
25609,28429
32008,26669
25678,26290
424,22738
9599,455
28638,63
28183,14195
8876,22881
6885,19060
23656,23462
21917,11835
27511,35022
2908,11286
36736,11178
36380,22215
5010,11664
23896,16023
295,26769
21761,16678
29928,25642
2770,15581
2041,38180
29672,33599
23652,23610
2861,12776
26014,15942
6293,37470
27508,35156
15935,712
23795,19214
22015,8852
1067,2889
27688,29622
11164,17570
21093,37453
9465,4697
19918,8347
17423,20142
10509,37880
21064,38344
16856,37743
4202,36796
14892,33088
3143,4088
17432,19890
11670,1893
26310,6814
808,10942
9007,18924
34265,22339
2496,24158
28109,16601
21727,17830
26511,601
31781,33833
741,13040
23344,33238
30724,1085
28358,8885
9485,4144
2637,19823
38150,33045
26447,2621
21913,12097
14731,38125
2337,29127
22038,8215
22038,8214
1057,3276
758,12550
19005,36727
22111,5980
36045,32761
28058,18217
21288,31505
23207,37550
12954,27710
8904,22205
2128,35649
27588,32827
5068,10047
36816,8886
10756,30326
33926,32942
33790,37162
10574,35985
28409,7398
17021,32745
37098,194
9102,16085
19795,12281
3221,1794
20072,3712
34189,24814
10960,24039
4740,20261
33759,38195
23565,26521
15522,13711
32036,26081
30223,16746
32837,1244
30036,22538
19470,22397
37103,57
24029,12140
13462,12050
19712,14900
18045,1041
22190,3640
5325,2163
2763,16050
17425,20273
8812,25146
15378,18203
17035,32386
27453,37115
15845,3736
30110,20282
8976,20065
6287,37891
6490,31598
38190,31921
13463,12050
13204,20078
27736,28358
9147,14779
7068,13701
23794,19480
16863,37732
2816,14451
21681,19471
27531,34722
25612,28672
21984,10064
18059,670
25890,20050
31671,37447
4178,37777
19116,33461
28432,6808
30420,10715
30420,10716
23189,38263
28540,3457
23559,26797
20095,3106
14972,30852
31935,29303
11162,17900
38356,26846
23215,37472
4948,13931
19992,6336
34153,26107
21392,28475
32690,5913
19660,16626
5121,8589
18056,814
17478,18752
10872,26919
15305,20570
15563,12585
28366,8898
24210,6657
13527,10163
5256,4422
32452,13300
32382,15469
9179,13877
15628,10586
9597,936
26212,10153
32164,22247
19417,24188
23698,22550
12824,31982
2984,9337
29675,33892
6284,38118
5003,12293
4982,12941
14750,37814
3019,8265
13708,4579
723,13906
647,16264
15332,19781
23665,23603
11698,1374
19656,16810
13416,13649
4390,31315
2058,38070
36224,27518
28576,2459
11698,1383
25504,32158
21230,33580
9520,3360
9520,3361
31751,35100
2602,21220
7347,5201
13376,14906
13709,4580
2089,37127
13807,1543
36252,26669
17206,27266
28358,9231
4708,21484
37104,268
3234,1645
21392,28564
34934,1973
30260,15825
7444,2212
20101,3072
13708,4635
17345,22975
13403,14102
13805,1641
5287,3551
2603,21220
2115,36351
19247,29538
30128,19906
20043,4865
34392,18823
13739,3697
32733,4708
17582,15629
24246,5653
4738,20592
25747,24659
5125,8592
25332,37526
10827,28446
28253,12536
21812,15602
27831,25614
21109,37393
7401,3587
26177,11349
11139,18782
34059,29139
26177,11350
19173,31863
26509,1059
15821,4708
22231,2603
18051,1130
11348,12313
15199,24002
389,24362
21377,29100
20036,5126
31931,29598
28390,8293
17150,29058
28053,18743
34601,12390
2303,30574
460,22173
21110,37393
9036,18462
31835,32594
28633,781
26510,1059
722,14060
900,8543
25333,37541
22049,8276
15434,16751
896,8673
15434,16750
10858,27530
17829,8049
11221,16288
31923,29905
7070,13903
23291,35341
26357,5828
6827,21449
5155,7749
23201,38158
10668,33454
13801,1864
25515,31951
25599,29348
755,13086
28436,6932
32,35500
13701,4986
36765,10880
11443,9445
24207,6974
12896,29946
13585,8587
3105,5790
8951,21175
30375,12394
27801,26654
32662,7030
32662,7029
31851,32170
4267,35323
11184,17505
32303,18181
25324,37920
4576,25751
8477,35893
3284,271
28557,3257
11744,160
11531,6764
24111,10010
32023,26877
10721,31884
32772,3657
38337,27769
25740,25037
35896,37910
38006,38007
12762,34159
21096,37954
775,12538
2522,23919
7190,10286
3183,3432
38073,35937
36041,33399
36152,29992
701,14845
24192,7527
17115,30311
4300,34352
31927,29886
796,11911
15544,13474
37057,1948
36605,15963
9419,6752
38007,38006
5351,1792
9185,14014
30292,15045
17589,15624
30580,6115
702,14846
15692,8913
7090,13432
33999,31236
19223,30533
636,16900
31920,30129
15470,15811
27859,24977
8581,32762
26314,7332
35915,37360
4313,34001
26268,8747
32591,9342
19874,10359
23660,24083
30438,10571
24258,5538
68,34542
8759,27265
19119,33799
34677,10230
25653,27859
17804,9031
17383,22082
22190,4140
7126,12362
21358,29929
23651,24382
28638,850
25861,21402
7208,9830
26147,12558
7317,6453
17154,29200
28522,4464
1018,5128
21229,33962
2815,14967
10535,37795
23473,29923
13116,23320
9484,4835
30150,19541
4430,30448
37114,300
641,16835
13719,4635
35009,21
32714,5619
21593,22695
34059,29474
23215,37959
6879,20078
38316,28556
34593,12908
19525,21274
20018,5991
15431,17130
830,11009
29812,30077
30194,18236
22305,643
16888,37497
947,7391
17908,5882
4465,29408
3294,176
446,22929
7244,8802
3253,1449
3253,1450
10617,35317
38410,25687
9337,9468
8685,29677
11216,16754
69,34635
169,31537
30094,21361
5356,1818
17613,15076
3098,6284
24380,1908
19721,15268
36510,19078
6873,20343
30144,19823
7257,8443
34426,18187
5346,2151
6694,25900
21554,24000
15114,27019
19425,24462
9008,19709
31948,29455
21691,19745
14788,37145
27753,28455
4704,22068
15721,8230
5276,4346
27963,21933
19590,19355
33847,36167
30442,10641
20052,5046
13649,6940
16975,34899
19933,8758
21109,37831
38166,33347
17815,8876
11167,18360
14801,36776
15766,6876
2813,15202
20149,2068
8904,22992
11069,21412
38148,33926
20013,6311
1141,1511
22222,3366
8816,25727
17609,15303
23823,19265
21896,13466
1165,774
4413,31157
6794,22881
13674,6212
17090,31404
26466,2891
38012,38191
6568,29899
12692,36667
14810,36546
21361,30094
25518,32296
32131,23896
2141,36091
23215,38169
9494,4762
23459,30604
34447,17664
9635,393
4874,16906
11600,5008
36554,17885
19605,19011
24351,2944
13817,1826
13309,17572
19711,15739
4785,19684
30521,8304
32577,10097
16901,37306
5129,9028
30607,5631
19960,8032
28137,16693
9429,6809
789,12502
27500,36435
13820,1769
37132,3
6306,38089
21998,10385
24327,3745
8606,32338
31927,30292
21822,15862
6903,19596
12664,37622
5372,1526
18071,1063
4567,26479
35959,36357
26465,2994
38127,34720
23895,17153
24184,8192
32389,15982
28257,13003
6923,18991
15897,2936
13801,2390
11724,1240
22313,650
19449,23896
34367,20219
36182,29492
14903,33770
23833,19088
19212,31271
35930,37279
28420,7959
2100,37453
14945,32475
38293,29569
9582,2129
11063,21755
5079,10648
2154,35785
32139,23767
530,20595
30319,14648
15043,29444
11159,18789
30676,3576
6369,36200
38333,28350
14904,33770
6864,20874
36816,9848
30282,15808
31940,29942
2100,37487
190,31167
12857,31704
23420,31943
789,12605
23624,25608
23967,14975
16901,37415
11299,14474
36279,26546
69,34931
17723,11954
7116,13086
17396,22094
4225,37174
17805,9419
3276,1057
34250,23892
31835,33227
4212,37589
34432,18287
19554,20742
24387,2011
5270,4814
9410,7552
2593,22269
10622,35509
2356,29621
21771,17592
4488,29067
19592,19592
11644,3849
30141,20255
3182,4030
21872,14474
29587,37452
34878,4481
2331,30414
18035,2351
8732,28590
10959,25099
27761,28516
11133,19704
35006,521
34331,21448
9464,5906
5112,9754
30524,8423
9544,3433
8613,32295
23251,37278
7387,4773
268,28851
19773,14015
13459,13151
14765,38200
4950,14787
7462,2449
2384,28800
23712,23000
9442,6611
19366,26647
20101,3865
26193,11618
17396,22186
5040,12021
38052,37241
1142,1787
38318,28994
9015,19865
32515,12261
30080,22210
1088,3469
4986,13701
27790,27689
32197,22146
38406,26251
36816,10003
4950,14829
12731,35766
1108,2861
34423,18659
6766,24077
724,14778
8875,24237
2267,32483
11463,9554
6975,17607
3,37132
11698,2272
13489,12280
13738,4561
712,15157
5237,5962
19806,13093
37124,538
30141,20389
11699,2272
28071,19015
726,14755
37109,981
7383,5000
23989,14508
34313,22123
38309,29322
15072,28785
10665,34343
25872,21665
10708,33005
7353,5946
17788,10152
22315,877
4638,24584
2957,11159
17475,19847
28338,10771
20012,6758
34408,19212
9197,14334
14909,33881
32143,23904
12972,28390
15945,1773
22112,7207
6951,18442
27859,25653
27518,36224
15513,15180
21423,28587
34408,19247
32019,27783
30210,18324
16891,38001
9275,11967
746,14221
15624,11753
8934,22547
2559,23562
12730,35948
13501,12058
17133,30529
9392,8361
15625,11754
17445,20868
17543,17830
4376,32805
2603,22231
4865,17647
1018,5830
15671,10334
38304,29599
612,18422
6350,37156
21861,15072
2530,24510
20065,5205
11331,13821
20065,5206
11331,13820
30367,13547
36507,19823
15869,4231
25808,23794
13511,11791
21862,15072
13031,26680
21862,15073
29569,38293
15981,775
6822,22563
8917,23151
3208,3525
961,7658
20053,5623
1168,1242
36623,16264
4661,24029
29637,36224
36821,10103
13666,7025
38073,36881
4228,37493
4241,37091
12949,29291
20176,1866
21241,34385
32350,17688
36225,28617
36225,28616
2103,37845
5201,7347
2858,14445
15672,10423
1208,67
882,10174
18047,2340
27906,24387
13086,25075
4664,24014
6416,35236
22011,10551
32418,15606
4636,24889
15045,29886
28446,7692
5082,11074
21653,21679
15087,28612
15277,22722
18054,2174
34242,24616
15232,24125
22038,9737
12879,31527
36651,15514
13819,2396
30466,10635
33903,35170
17967,4891
30243,17549
6821,22733
22269,2593
27588,34336
27803,27670
3021,9471
266,29340
25773,25067
30704,3273
13479,12962
17155,30071
13479,12961
14863,35591
34667,11481
26439,4434
22076,8614
21238,34589
23468,30996
10946,25959
26349,7220
3306,654
29597,37606
7230,10083
1041,5333
823,12097
2214,34513
30304,15680
874,10520
9216,14067
60,35760
34222,25304
21441,28305
484,22632
21987,11407
436,24126
34718,9977
21795,17352
17646,14897
34562,14788
36502,20183
24008,14295
36367,24379
19960,8718
27523,36405
22178,5494
2355,30195
6998,17340
36603,17104
6818,22924
28568,4024
25452,35112
8587,33632
23860,18924
21140,37708
4859,18128
2411,28479
17967,5003
19966,8571
19716,16307
24119,10887
19350,27655
918,9233
4820,19343
30036,24096
8956,22210
34863,5542
513,21804
18054,2314
13635,8234
24399,2227
13586,9754
19826,12938
38139,35034
13652,7719
17686,13743
3096,7273
11611,5456
32820,3343
14799,37696
3057,8489
9393,8685
37114,1283
17819,9613
29842,30143
21766,18349
10830,29678
28643,1773
32601,10142
10661,34931
11529,8023
34776,8273
17777,10931
32038,27589
2212,34707
19993,7794
33959,33577
6379,36602
3001,10255
23868,18734
21412,29338
31708,37836
21919,13641
13313,18279
37110,1479
4213,38234
30094,22357
6430,35042
30094,22356
2845,15110
36903,7909
28410,9019
2814,16087
4574,27067
15837,5591
19385,26669
21929,13363
4434,31410
19097,35618
9528,4567
20041,6356
37150,282
24203,8399
21636,22461
32514,12925
34432,18980
28576,3930
2353,30409
32367,17475
5107,10577
30342,14738
26538,1592
24088,12006
1021,6177
6466,33991
12842,32940
27971,22701
187,32033
4648,24818
28410,9087
1062,4918
19480,23794
15922,3013
23933,16824
6366,37105
2103,38192
5278,5302
19690,17279
5196,7852
36643,16054
32568,11297
23899,17895
520,21741
21573,24464
4649,24818
30115,21801
4241,37474
15958,1928
36044,34607
26203,12020
17185,29425
32722,6534
21654,21958
37154,203
2126,37513
4886,17494
21957,12592
326,27788
15879,4390
7347,6748
32036,27816
20085,5101
6617,29386
32449,15037
31932,31064
27802,28018
76,35551
27910,24666
36121,32261
8609,33176
17224,28253
15172,26331
472,23290
263,29772
7150,12887
32761,5372
29725,33950
15803,6799
2713,19370
13737,5306
15045,30292
4213,38409
2175,36054
37089,2321
32501,13474
473,23290
9465,6681
32386,17035
24176,9403
19984,8285
37124,1244
37143,657
12692,37728
1114,3430
38129,35629
3254,2632
30138,21203
24110,11467
29625,37100
4488,29919
2896,13737
7500,2083
20209,1319
8740,29181
23499,30419
34909,4401
28443,8229
35937,38073
13312,18542
8500,36642
7462,3283
17075,32952
2209,35057
32290,20063
712,15935
15988,1134
3289,1593
4530,28660
7444,3864
26177,12971
14972,32647
6369,37201
2870,14601
26543,1639
11458,10528
17230,28192
2108,38232
9675,260
12899,31395
4948,15736
36016,35690
3085,7959
17079,32890
14846,36584
30550,8503
23254,38075
12956,29649
12711,37245
4241,37671
17837,9405
17837,9406
20109,4511
2376,29953
13910,80
27789,28600
3082,8075
34152,27963
15730,9202
11489,9612
11489,9611
19078,36510
21525,26193
25811,24391
313,28404
8459,38019
11322,14814
21133,38358
10942,26594
15483,16896
15303,22472
32912,883
13225,21362
25627,30107
15632,12280
13003,28257
38195,33714
8481,37361
13813,3143
19296,29789
13706,6472
34172,27365
29675,35711
113,34636
23513,30127
28342,11493
10943,26594
26499,3121
17824,9899
10740,32883
17428,22178
2421,28638
636,18438
21257,34542
15166,26771
8863,25556
33845,37527
24203,8777
11049,23335
36646,16240
25735,26806
38195,33759
19953,9465
2136,37500
26371,7113
33960,34020
9126,17433
17908,7341
32751,5963
34449,18834
32751,5962
8523,36124
11262,16751
9126,17432
15203,25662
1166,2056
4333,34954
5196,8201
1166,2057
8700,30645
37125,1426
37072,3104
13154,23656
12919,30938
9532,4865
37171,41
4879,18035
11674,3995
30400,13318
27651,33001
3345,59
6772,24896
10911,27669
3294,1649
28638,2421
19914,10714
734,15478
6339,38331
24258,7126
15303,22591
3126,6870
37155,565
1195,1197
15553,14850
5304,4892
30199,19580
1223,335
10574,38140
36791,11856
9004,21267
15764,8318
30151,21062
25502,34139
29600,38171
17259,27529
15902,4060
15512,16148
15180,26439
26597,187
2396,29530
10591,37635
21670,21872
3127,6870
14809,37948
27644,33284
22356,610
11795,309
4253,37510
7403,5404
12721,37156
37101,2256
19618,19956
32805,4376
17293,26496
24268,6882
11576,7119
24268,6881
11749,1759
4772,21440
1197,1195
5,38147
6419,35925
11197,18877
22357,610
5139,10073
5351,3501
13875,1395
37157,575
3276,2298
9616,2361
21984,12164
21139,38381
2731,19201
996,7451
27499,37822
17790,11119
1139,3023
34868,5984
5139,10094
1139,3024
15124,28236
32711,7346
523,22134
21679,21653
24002,15199
8785,28161
24094,12347
11728,2463
1093,4474
6480,34083
17208,29191
24348,4459
32737,6547
4487,30341
24290,6261
17296,26487
23254,38399
30648,5795
5082,11903
34866,6119
9405,8968
6364,37701
473,23714
24353,4327
29599,38304
17791,11139
10911,27827
15939,3033
11233,17846
25642,29928
29696,35316
4297,36264
5063,12524
2131,37879
32669,8709
17086,33035
27839,27364
29875,29781
38384,28146
9373,10002
21274,34290
32541,12693
346,27695
7128,14060
27896,25617
13393,16463
22076,9419
16975,36502
19802,14401
31863,33731
34641,13155
12983,29177
11285,16278
37165,455
7095,15103
88,35713
35977,37282
41,37171
4965,15603
8497,37177
22302,2434
32352,18586
6473,34401
32397,17183
37153,813
26426,5674
33942,34819
28665,1829
28236,15124
9476,6852
4779,21391
11162,20136
27499,37968
11481,10241
147,33918
22303,2434
32352,18622
36224,29637
2713,19918
8484,37633
32253,21681
11322,15185
26466,4467
24168,10172
32374,17925
17153,31048
13211,22176
13877,1529
31819,35157
9477,6853
4917,17154
11467,10719
20092,5494
11595,6747
8472,38025
4891,17967
9634,2013
4451,31617
10701,34481
7461,3846
30,37600
36212,30094
30543,9202
2187,36279
25761,26369
4995,14769
10637,36481
38068,38069
8473,38028
2227,35042
4507,29899
13527,12427
567,20975
19262,31250
19766,15625
5391,2506
38093,37304
32041,28312
36374,25098
5389,2576
28540,5792
28540,5791
25833,24173
5302,5278
36123,32889
4383,33771
8935,23729
19547,22451
38069,38068
4880,18377
13779,4655
25556,32772
13701,7068
4424,32515
13906,723
24374,3906
22236,4648
37182,85
814,13367
2250,34387
10968,26272
9464,7373
30755,2719
2212,35575
936,9597
19890,11855
11641,5418
19214,32811
2352,31240
26118,15385
32759,6125
285,29781
34385,21241
24053,13860
17384,23996
5472,59
149,34002
32799,4879
30425,12966
17476,21163
24236,8211
24209,9052
11203,19012
32475,14945
37131,1698
36338,26283
2957,12506
24261,7455
11479,10474
37115,2170
21889,15448
30322,16174
37170,470
18014,4506
36352,25829
286,29782
36082,34203
36417,23822
19045,38094
6814,24029
11781,1126
7527,1940
6534,32722
29875,30064
8977,22535
17067,33895
34021,32585
792,14125
4731,23091
21874,15942
34633,13657
